date,ticker,side,call_prem_pct,size,return_pct,pnl_pu_pct,pnl_contribution_pct,in_recovery,ym
2015-02-01,FDX,buy_call,1.5275,1,4.6537,3.1262,0.031262,False,2015-02
2015-02-01,GE,buy_call,1.6349,1,8.7903,7.1555,0.071555,False,2015-02
2015-02-01,GILD,buy_call,1.4298,1,-1.2401,-1.4298,-0.014298,False,2015-02
2015-02-01,GIS,buy_call,1.1301,1,3.2935,2.1634,0.021634,False,2015-02
2015-02-01,GM,buy_call,1.6349,1,14.3777,12.7428,0.127428,False,2015-02
2015-02-01,GOOGL,buy_call,1.7634,1,4.6656,2.9022,0.029022,False,2015-02
2015-02-01,GS,buy_call,1.3855,1,10.0806,8.6951,0.086951,False,2015-02
2015-02-01,HAL,buy_call,1.6349,1,7.3769,5.742,0.05742,False,2015-02
2015-02-01,HD,buy_call,1.4144,1,9.8927,8.4783,0.084783,False,2015-02
2015-02-01,HON,buy_call,1.5275,1,5.1351,3.6076,0.036076,False,2015-02
2015-02-01,IBM,buy_call,1.5275,1,5.6292,4.1016,0.041016,False,2015-02
2015-02-01,INTC,buy_call,2.1114,1,0.6356,-1.4758,-0.014758,False,2015-02
2015-02-01,ITW,buy_call,1.5275,1,6.1983,4.6708,0.046708,False,2015-02
2015-02-01,JNJ,buy_call,1.0406,1,2.3667,1.3261,0.013261,False,2015-02
2015-02-01,JPM,buy_call,1.3855,1,13.4134,12.0279,0.120279,False,2015-02
2015-02-01,KO,buy_call,0.999,1,5.1737,4.1747,0.041747,False,2015-02
2015-02-01,LLY,buy_call,1.7808,1,-2.5417,-1.7808,-0.017808,False,2015-02
2015-02-01,LMT,buy_call,1.6349,1,6.2006,4.5657,0.045657,False,2015-02
2015-02-01,LOW,buy_call,1.4144,1,9.7221,8.3077,0.083077,False,2015-02
2015-02-01,LYB,buy_call,1.6349,1,8.6231,6.9882,0.069882,False,2015-02
2015-02-01,MA,buy_call,1.3718,1,10.0864,8.7146,0.087146,False,2015-02
2015-02-01,MCD,buy_call,0.999,1,6.9883,5.9893,0.059893,False,2015-02
2015-02-01,MDLZ,buy_call,1.1301,1,4.8241,3.694,0.03694,False,2015-02
2015-02-01,MDT,buy_call,1.2442,1,8.6694,7.4253,0.074253,False,2015-02
2015-02-01,MET,buy_call,1.3855,1,9.3118,7.9263,0.079263,False,2015-02
2015-02-01,META,buy_call,2.1946,1,4.0311,1.8365,0.018365,False,2015-02
2015-02-01,MMM,buy_call,1.5275,1,3.9125,2.385,0.02385,False,2015-02
2015-02-01,MO,buy_call,1.1301,1,6.0075,4.8774,0.048774,False,2015-02
2015-02-01,MRK,buy_call,1.3756,1,-2.8865,-1.3756,-0.013756,False,2015-02
2015-02-01,MS,buy_call,1.3855,1,6.1626,4.777,0.04777,False,2015-02
2015-02-01,MSFT,buy_call,1.4541,1,8.5396,7.0855,0.070855,False,2015-02
2015-02-01,NEE,buy_call,0.999,1,-5.2911,-0.999,-0.00999,False,2015-02
2015-02-01,NFLX,buy_call,2.2627,1,7.4943,5.2316,0.052316,False,2015-02
2015-02-01,NKE,buy_call,1.7749,1,5.2792,3.5043,0.035043,False,2015-02
2015-02-01,ORCL,buy_call,1.8189,1,4.8912,3.0723,0.030723,False,2015-02
2015-02-01,PEP,buy_call,1.1301,1,5.5449,4.4148,0.044148,False,2015-02
2015-02-01,PFE,buy_call,1.4298,1,9.824,8.3942,0.083942,False,2015-02
2015-02-01,PG,buy_call,1.062,1,1.7148,0.6529,0.006529,False,2015-02
2015-02-01,PM,buy_call,1.1301,1,3.3898,2.2597,0.022597,False,2015-02
2015-02-01,PPL,buy_call,0.999,1,-3.9437,-0.999,-0.00999,False,2015-02
2015-02-01,PRU,buy_call,1.3855,1,6.5498,5.1642,0.051642,False,2015-02
2015-02-01,QCOM,buy_call,2.152,1,16.0903,13.9383,0.139383,False,2015-02
2015-02-01,SBUX,buy_call,0.999,1,6.8091,5.8101,0.058101,False,2015-02
2015-02-01,SLB,buy_call,1.6349,1,2.1483,0.5134,0.005134,False,2015-02
2015-02-01,SO,buy_call,0.999,1,-9.72,-0.999,-0.00999,False,2015-02
2015-02-01,SPG,buy_call,1.5275,1,-4.178,-1.5275,-0.015275,False,2015-02
2015-02-01,T,buy_call,1.5685,1,6.9627,5.3942,0.053942,False,2015-02
2015-02-01,TGT,buy_call,1.2381,1,4.3744,3.1363,0.031363,False,2015-02
2015-02-01,TMO,buy_call,1.4306,1,3.8256,2.395,0.02395,False,2015-02
2015-02-01,TXN,buy_call,2.1114,1,10.6957,8.5843,0.085843,False,2015-02
2015-02-01,UNH,buy_call,1.5039,1,6.9459,5.442,0.05442,False,2015-02
2015-02-01,UNP,buy_call,1.6349,1,2.6022,0.9673,0.009673,False,2015-02
2015-02-01,USB,buy_call,1.3855,1,6.4424,5.0568,0.050568,False,2015-02
2015-02-01,V,buy_call,1.29,1,6.4336,5.1436,0.051436,False,2015-02
2015-02-01,VZ,buy_call,1.5685,1,9.4619,7.8934,0.078934,False,2015-02
2015-02-01,WFC,buy_call,1.7617,1,5.5278,3.7661,0.037661,False,2015-02
2015-02-01,WMT,buy_call,1.2381,1,-1.2356,-1.2381,-0.012381,False,2015-02
2015-02-01,XOM,buy_call,1.6349,1,1.2811,-0.3537,-0.003537,False,2015-02
2015-03-01,AAPL,buy_call,1.8239,1,-2.7549,-1.8239,-0.018239,False,2015-03
2015-03-01,ABBV,buy_call,1.6388,1,-3.2396,-1.6388,-0.016388,False,2015-03
2015-03-01,ABT,buy_call,1.426,1,-2.1955,-1.426,-0.01426,False,2015-03
2015-03-01,ADBE,buy_call,1.6667,1,-6.5234,-1.6667,-0.016667,False,2015-03
2015-03-01,ADP,buy_call,1.7508,1,-3.602,-1.7508,-0.017508,False,2015-03
2015-03-01,AMGN,buy_call,1.6388,1,1.8871,0.2483,0.002483,False,2015-03
2015-03-01,AMT,buy_call,1.7508,1,-5.0333,-1.7508,-0.017508,False,2015-03
2015-03-01,AMZN,buy_call,2.2187,1,-2.1202,-2.2187,-0.022187,False,2015-03
2015-03-01,AXP,buy_call,1.5723,1,-4.253,-1.5723,-0.015723,False,2015-03
2015-03-01,BA,buy_call,1.7395,1,0.1049,-1.6346,-0.016346,False,2015-03
2015-03-01,BAC,buy_call,1.8541,1,-2.6565,-1.8541,-0.018541,False,2015-03
2015-03-01,BDX,buy_call,1.426,1,-2.1334,-1.426,-0.01426,False,2015-03
2015-03-01,BIIB,buy_call,1.6388,1,3.0885,1.4496,0.014496,False,2015-03
2015-03-01,BLK,buy_call,1.5881,1,-1.5024,-1.5881,-0.015881,False,2015-03
2015-03-01,BMY,buy_call,1.6388,1,5.8766,4.2378,0.042378,False,2015-03
2015-03-01,BRK-B,buy_call,1.0489,1,-2.0962,-1.0489,-0.010489,False,2015-03
2015-03-01,C,buy_call,1.7395,1,-1.7169,-1.7395,-0.017395,False,2015-03
2015-03-01,CAT,buy_call,1.8738,1,-3.462,-1.8738,-0.018738,False,2015-03
2015-03-01,CL,buy_call,1.2172,1,-2.0898,-1.2172,-0.012172,False,2015-03
2015-03-01,CMCSA,buy_call,1.7978,1,-4.9006,-1.7978,-0.017978,False,2015-03
2015-03-01,COST,buy_call,1.495,1,6.7604,5.2653,0.052653,False,2015-03
2015-03-01,CRM,buy_call,2.2583,1,-3.7042,-2.2583,-0.022583,False,2015-03
2015-03-01,CSCO,buy_call,1.7508,1,-6.7096,-1.7508,-0.017508,False,2015-03
2015-03-01,CTSH,buy_call,1.7508,1,-0.16,-1.7508,-0.017508,False,2015-03
2015-03-01,CVS,buy_call,1.7237,1,-0.6354,-1.7237,-0.017237,False,2015-03
2015-03-01,CVX,buy_call,1.7761,1,-0.6267,-1.7761,-0.017761,False,2015-03
2015-03-01,DD,buy_call,1.7508,1,-2.5589,-1.7508,-0.017508,False,2015-03
2015-03-01,DHR,buy_call,1.426,1,-2.7268,-1.426,-0.01426,False,2015-03
2015-03-01,DIS,buy_call,1.9284,1,0.7783,-1.1502,-0.011502,False,2015-03
2015-03-01,ELV,buy_call,1.7237,1,5.4353,3.7116,0.037116,False,2015-03
2015-03-01,EOG,buy_call,1.8738,1,2.1957,0.3219,0.003219,False,2015-03
2015-03-01,F,buy_call,1.8738,1,-1.224,-1.8738,-0.018738,False,2015-03
2015-03-01,FDX,buy_call,1.7508,1,-6.5149,-1.7508,-0.017508,False,2015-03
2015-03-01,GE,buy_call,1.8738,1,-3.6627,-1.8738,-0.018738,False,2015-03
2015-03-01,GILD,skip,0.0,0,-5.2159,0.0,0.0,False,2015-03
2015-03-01,GIS,buy_call,1.2953,1,5.224,3.9287,0.039287,False,2015-03
2015-03-01,GM,buy_call,1.8738,1,0.5092,-1.3646,-0.013646,False,2015-03
2015-03-01,GOOGL,buy_call,2.0212,1,-1.4095,-2.0212,-0.020212,False,2015-03
2015-03-01,GS,buy_call,1.5881,1,-0.648,-1.5881,-0.015881,False,2015-03
2015-03-01,HAL,buy_call,1.8738,1,2.1891,0.3153,0.003153,False,2015-03
2015-03-01,HD,buy_call,1.6211,1,-0.9934,-1.6211,-0.016211,False,2015-03
2015-03-01,HON,buy_call,1.7508,1,1.9947,0.2439,0.002439,False,2015-03
2015-03-01,IBM,buy_call,1.7508,1,-0.194,-1.7508,-0.017508,False,2015-03
2015-03-01,INTC,buy_call,2.42,1,-5.2803,-2.42,-0.0242,False,2015-03
2015-03-01,ITW,buy_call,1.7508,1,-1.7398,-1.7508,-0.017508,False,2015-03
2015-03-01,JNJ,buy_call,1.1927,1,-1.1763,-1.1927,-0.011927,False,2015-03
2015-03-01,JPM,buy_call,1.5881,1,-1.1423,-1.5881,-0.015881,False,2015-03
2015-03-01,KO,buy_call,1.145,1,-6.351,-1.145,-0.01145,False,2015-03
2015-03-01,LLY,skip,0.0,0,4.2738,0.0,0.0,False,2015-03
2015-03-01,LMT,buy_call,1.8738,1,2.203,0.3291,0.003291,False,2015-03
2015-03-01,LOW,buy_call,1.6211,1,0.4049,-1.2162,-0.012162,False,2015-03
2015-03-01,LYB,buy_call,1.8738,1,3.0048,1.131,0.01131,False,2015-03
2015-03-01,MA,buy_call,1.5723,1,-4.1495,-1.5723,-0.015723,False,2015-03
2015-03-01,MCD,buy_call,1.145,1,-0.6201,-1.145,-0.01145,False,2015-03
2015-03-01,MDLZ,buy_call,1.2953,1,-2.301,-1.2953,-0.012953,False,2015-03
2015-03-01,MDT,buy_call,1.426,1,0.5155,-0.9105,-0.009105,False,2015-03
2015-03-01,MET,buy_call,1.5881,1,0.163,-1.425,-0.01425,False,2015-03
2015-03-01,META,buy_call,2.5154,1,4.1155,1.6,0.016,False,2015-03
2015-03-01,MMM,buy_call,1.7508,1,-1.5856,-1.7508,-0.017508,False,2015-03
2015-03-01,MO,buy_call,1.2953,1,-11.1387,-1.2953,-0.012953,False,2015-03
2015-03-01,MRK,skip,0.0,0,-1.8107,0.0,0.0,False,2015-03
2015-03-01,MS,buy_call,1.5881,1,-0.2794,-1.5881,-0.015881,False,2015-03
2015-03-01,MSFT,buy_call,1.6667,1,-6.6149,-1.6667,-0.016667,False,2015-03
2015-03-01,NEE,skip,0.0,0,1.3056,0.0,0.0,False,2015-03
2015-03-01,NFLX,buy_call,2.5935,1,-12.2592,-2.5935,-0.025935,False,2015-03
2015-03-01,NKE,buy_call,2.0343,1,3.6048,1.5705,0.015705,False,2015-03
2015-03-01,ORCL,buy_call,2.0848,1,-1.5289,-2.0848,-0.020848,False,2015-03
2015-03-01,PEP,buy_call,1.2953,1,-3.3946,-1.2953,-0.012953,False,2015-03
2015-03-01,PFE,buy_call,1.6388,1,2.2637,0.6249,0.006249,False,2015-03
2015-03-01,PG,buy_call,1.2172,1,-3.7472,-1.2172,-0.012172,False,2015-03
2015-03-01,PM,buy_call,1.2953,1,-9.1972,-1.2953,-0.012953,False,2015-03
2015-03-01,PPL,skip,0.0,0,-1.2903,0.0,0.0,False,2015-03
2015-03-01,PRU,buy_call,1.5881,1,0.0548,-1.5333,-0.015333,False,2015-03
2015-03-01,QCOM,buy_call,2.4666,1,-4.3718,-2.4666,-0.024666,False,2015-03
2015-03-01,SBUX,buy_call,1.145,1,1.664,0.519,0.00519,False,2015-03
2015-03-01,SLB,buy_call,1.8738,1,-0.2768,-1.8738,-0.018738,False,2015-03
2015-03-01,SO,skip,0.0,0,-2.2272,0.0,0.0,False,2015-03
2015-03-01,SPG,skip,0.0,0,3.5179,0.0,0.0,False,2015-03
2015-03-01,T,buy_call,1.7978,1,-5.5266,-1.7978,-0.017978,False,2015-03
2015-03-01,TGT,buy_call,1.4191,1,7.5478,6.1287,0.061287,False,2015-03
2015-03-01,TMO,buy_call,1.6397,1,3.3385,1.6988,0.016988,False,2015-03
2015-03-01,TXN,buy_call,2.42,1,-2.7381,-2.42,-0.0242,False,2015-03
2015-03-01,UNH,buy_call,1.7237,1,4.1011,2.3773,0.023773,False,2015-03
2015-03-01,UNP,buy_call,1.8738,1,-9.5312,-1.8738,-0.018738,False,2015-03
2015-03-01,USB,buy_call,1.5881,1,-2.1072,-1.5881,-0.015881,False,2015-03
2015-03-01,V,buy_call,1.4786,1,-3.3888,-1.4786,-0.014786,False,2015-03
2015-03-01,VZ,buy_call,1.7978,1,-1.6582,-1.7978,-0.017978,False,2015-03
2015-03-01,WFC,buy_call,2.0192,1,-0.0574,-2.0192,-0.020192,False,2015-03
2015-03-01,WMT,skip,0.0,0,-2.0017,0.0,0.0,False,2015-03
2015-03-01,XOM,buy_call,1.8738,1,-3.2755,-1.8738,-0.018738,False,2015-03
2015-04-01,AAPL,skip,0.0,0,0.5786,0.0,0.0,True,2015-04
2015-04-01,ABBV,skip,0.0,0,10.4544,0.0,0.0,True,2015-04
2015-04-01,ABT,skip,0.0,0,0.1943,0.0,0.0,True,2015-04
2015-04-01,ADBE,skip,0.0,0,2.8672,0.0,0.0,True,2015-04
2015-04-01,ADP,skip,0.0,0,-0.7131,0.0,0.0,True,2015-04
2015-04-01,AMGN,buy_call,1.5595,4,-1.2136,-1.5595,-0.06238,True,2015-04
2015-04-01,AMT,skip,0.0,0,0.4036,0.0,0.0,True,2015-04
2015-04-01,AMZN,skip,0.0,0,13.3513,0.0,0.0,True,2015-04
2015-04-01,AXP,skip,0.0,0,-0.5263,0.0,0.0,True,2015-04
2015-04-01,BA,buy_call,1.6553,4,-4.491,-1.6553,-0.066212,True,2015-04
2015-04-01,BAC,skip,0.0,0,3.8324,0.0,0.0,True,2015-04
2015-04-01,BDX,skip,0.0,0,-1.4989,0.0,0.0,True,2015-04
2015-04-01,BIIB,buy_call,1.5595,4,-11.4414,-1.5595,-0.06238,True,2015-04
2015-04-01,BLK,skip,0.0,0,0.0644,0.0,0.0,True,2015-04
2015-04-01,BMY,buy_call,1.5595,4,-1.1938,-1.5595,-0.06238,True,2015-04
2015-04-01,BRK-B,skip,0.0,0,-2.1549,0.0,0.0,True,2015-04
2015-04-01,C,skip,0.0,0,3.4938,0.0,0.0,True,2015-04
2015-04-01,CAT,skip,0.0,0,8.5593,0.0,0.0,True,2015-04
2015-04-01,CL,skip,0.0,0,-2.9709,0.0,0.0,True,2015-04
2015-04-01,CMCSA,skip,0.0,0,2.7436,0.0,0.0,True,2015-04
2015-04-01,COST,buy_call,1.4227,4,-5.5775,-1.4227,-0.056908,True,2015-04
2015-04-01,CRM,skip,0.0,0,8.9957,0.0,0.0,True,2015-04
2015-04-01,CSCO,skip,0.0,0,5.5235,0.0,0.0,True,2015-04
2015-04-01,CTSH,skip,0.0,0,-6.1709,0.0,0.0,True,2015-04
2015-04-01,CVS,skip,0.0,0,-3.7981,0.0,0.0,True,2015-04
2015-04-01,CVX,skip,0.0,0,5.7916,0.0,0.0,True,2015-04
2015-04-01,DD,skip,0.0,0,7.2556,0.0,0.0,True,2015-04
2015-04-01,DHR,skip,0.0,0,-3.4054,0.0,0.0,True,2015-04
2015-04-01,DIS,buy_call,1.8351,4,3.6514,1.8163,0.072652,True,2015-04
2015-04-01,ELV,buy_call,1.6403,4,-1.8359,-1.6403,-0.065612,True,2015-04
2015-04-01,EOG,buy_call,1.7832,4,7.918,6.1349,0.245396,True,2015-04
2015-04-01,F,skip,0.0,0,-2.1066,0.0,0.0,True,2015-04
2015-04-01,FDX,skip,0.0,0,2.6087,0.0,0.0,True,2015-04
2015-04-01,GE,skip,0.0,0,9.1496,0.0,0.0,True,2015-04
2015-04-01,GILD,skip,0.0,0,2.4253,0.0,0.0,True,2015-04
2015-04-01,GIS,buy_call,1.2326,4,-2.2262,-1.2326,-0.049304,True,2015-04
2015-04-01,GM,buy_call,1.7832,4,-5.739,-1.7832,-0.071328,True,2015-04
2015-04-01,GOOGL,skip,0.0,0,-1.069,0.0,0.0,True,2015-04
2015-04-01,GS,skip,0.0,0,4.4954,0.0,0.0,True,2015-04
2015-04-01,HAL,buy_call,1.7832,4,12.0238,10.2406,0.409624,True,2015-04
2015-04-01,HD,skip,0.0,0,-5.3512,0.0,0.0,True,2015-04
2015-04-01,HON,buy_call,1.6661,4,-3.2499,-1.6661,-0.066644,True,2015-04
2015-04-01,IBM,skip,0.0,0,6.7228,0.0,0.0,True,2015-04
2015-04-01,INTC,skip,0.0,0,4.0934,0.0,0.0,True,2015-04
2015-04-01,ITW,skip,0.0,0,-3.1783,0.0,0.0,True,2015-04
2015-04-01,JNJ,skip,0.0,0,-1.3917,0.0,0.0,True,2015-04
2015-04-01,JPM,skip,0.0,0,4.4239,0.0,0.0,True,2015-04
2015-04-01,KO,skip,0.0,0,0.8546,0.0,0.0,True,2015-04
2015-04-01,LLY,buy_call,1.9423,4,-1.0737,-1.9423,-0.077692,True,2015-04
2015-04-01,LMT,buy_call,1.7832,4,-8.0607,-1.7832,-0.071328,True,2015-04
2015-04-01,LOW,buy_call,1.5427,4,-7.4338,-1.5427,-0.061708,True,2015-04
2015-04-01,LYB,buy_call,1.7832,4,17.9043,16.1212,0.644848,True,2015-04
2015-04-01,MA,skip,0.0,0,4.4218,0.0,0.0,True,2015-04
2015-04-01,MCD,skip,0.0,0,-0.9134,0.0,0.0,True,2015-04
2015-04-01,MDLZ,skip,0.0,0,6.7741,0.0,0.0,True,2015-04
2015-04-01,MDT,buy_call,1.357,4,-4.1623,-1.357,-0.05428,True,2015-04
2015-04-01,MET,buy_call,1.5112,4,1.4639,-0.0473,-0.001892,True,2015-04
2015-04-01,META,buy_call,2.3937,4,-4.196,-2.3937,-0.095748,True,2015-04
2015-04-01,MMM,skip,0.0,0,-5.1894,0.0,0.0,True,2015-04
2015-04-01,MO,skip,0.0,0,1.0664,0.0,0.0,True,2015-04
2015-04-01,MRK,skip,0.0,0,4.4571,0.0,0.0,True,2015-04
2015-04-01,MS,skip,0.0,0,4.5391,0.0,0.0,True,2015-04
2015-04-01,MSFT,skip,0.0,0,19.6262,0.0,0.0,True,2015-04
2015-04-01,NEE,buy_call,1.0896,4,-2.9986,-1.0896,-0.043584,True,2015-04
2015-04-01,NFLX,skip,0.0,0,33.5525,0.0,0.0,True,2015-04
2015-04-01,NKE,buy_call,1.9359,4,-1.4851,-1.9359,-0.077436,True,2015-04
2015-04-01,ORCL,skip,0.0,0,1.0892,0.0,0.0,True,2015-04
2015-04-01,PEP,skip,0.0,0,0.1437,0.0,0.0,True,2015-04
2015-04-01,PFE,buy_call,1.5595,4,-2.472,-1.5595,-0.06238,True,2015-04
2015-04-01,PG,skip,0.0,0,-2.9656,0.0,0.0,True,2015-04
2015-04-01,PM,skip,0.0,0,12.2109,0.0,0.0,True,2015-04
2015-04-01,PPL,skip,0.0,0,2.2407,0.0,0.0,True,2015-04
2015-04-01,PRU,buy_call,1.5112,4,1.6063,0.0951,0.003804,True,2015-04
2015-04-01,QCOM,skip,0.0,0,-1.3611,0.0,0.0,True,2015-04
2015-04-01,SBUX,buy_call,1.0896,4,4.7096,3.62,0.1448,True,2015-04
2015-04-01,SLB,skip,0.0,0,13.3868,0.0,0.0,True,2015-04
2015-04-01,SO,skip,0.0,0,0.0452,0.0,0.0,True,2015-04
2015-04-01,SPG,buy_call,1.6661,4,-7.2327,-1.6661,-0.066644,True,2015-04
2015-04-01,T,skip,0.0,0,6.0949,0.0,0.0,True,2015-04
2015-04-01,TGT,buy_call,1.3504,4,-3.9478,-1.3504,-0.054016,True,2015-04
2015-04-01,TMO,buy_call,1.5603,4,-6.3365,-1.5603,-0.062412,True,2015-04
2015-04-01,TXN,skip,0.0,0,-5.2107,0.0,0.0,True,2015-04
2015-04-01,UNH,buy_call,1.6403,4,-5.5096,-1.6403,-0.065612,True,2015-04
2015-04-01,UNP,skip,0.0,0,-1.9204,0.0,0.0,True,2015-04
2015-04-01,USB,skip,0.0,0,-1.2726,0.0,0.0,True,2015-04
2015-04-01,V,skip,0.0,0,0.9784,0.0,0.0,True,2015-04
2015-04-01,VZ,skip,0.0,0,3.722,0.0,0.0,True,2015-04
2015-04-01,WFC,skip,0.0,0,1.2868,0.0,0.0,True,2015-04
2015-04-01,WMT,skip,0.0,0,-4.5364,0.0,0.0,True,2015-04
2015-04-01,XOM,skip,0.0,0,2.7882,0.0,0.0,True,2015-04
2015-05-01,AAPL,buy_call,1.6509,2,4.0991,2.4482,0.048964,True,2015-05
2015-05-01,ABBV,buy_call,1.4834,2,3.839,2.3556,0.047112,True,2015-05
2015-05-01,ABT,buy_call,1.2908,2,5.2319,3.9411,0.078822,True,2015-05
2015-05-01,ADBE,buy_call,1.5086,2,3.9837,2.4751,0.049502,True,2015-05
2015-05-01,ADP,skip,0.0,0,1.1474,0.0,0.0,True,2015-05
2015-05-01,AMGN,skip,0.0,0,-1.0449,0.0,0.0,True,2015-05
2015-05-01,AMT,buy_call,1.5848,2,-1.4132,-1.5848,-0.031696,True,2015-05
2015-05-01,AMZN,buy_call,2.0083,2,1.7663,-0.242,-0.00484,True,2015-05
2015-05-01,AXP,skip,0.0,0,2.9309,0.0,0.0,True,2015-05
2015-05-01,BA,skip,0.0,0,-1.9673,0.0,0.0,True,2015-05
2015-05-01,BAC,buy_call,1.6782,2,3.5781,1.8999,0.037998,True,2015-05
2015-05-01,BDX,skip,0.0,0,-0.2556,0.0,0.0,True,2015-05
2015-05-01,BIIB,skip,0.0,0,6.1669,0.0,0.0,True,2015-05
2015-05-01,BLK,buy_call,1.4375,2,0.5056,-0.9319,-0.018638,True,2015-05
2015-05-01,BMY,skip,0.0,0,1.95,0.0,0.0,True,2015-05
2015-05-01,BRK-B,skip,0.0,0,1.2676,0.0,0.0,True,2015-05
2015-05-01,C,buy_call,1.5745,2,1.4254,-0.1492,-0.002984,True,2015-05
2015-05-01,CAT,buy_call,1.6961,2,-0.9817,-1.6961,-0.033922,True,2015-05
2015-05-01,CL,skip,0.0,0,-0.1742,0.0,0.0,True,2015-05
2015-05-01,CMCSA,buy_call,1.6273,2,1.2119,-0.4154,-0.008308,True,2015-05
2015-05-01,COST,skip,0.0,0,-0.0489,0.0,0.0,True,2015-05
2015-05-01,CRM,buy_call,2.0441,2,-0.0961,-2.0441,-0.040882,True,2015-05
2015-05-01,CSCO,buy_call,1.5848,2,1.6649,0.0801,0.001602,True,2015-05
2015-05-01,CTSH,skip,0.0,0,10.5569,0.0,0.0,True,2015-05
2015-05-01,CVS,skip,0.0,0,3.4692,0.0,0.0,True,2015-05
2015-05-01,CVX,buy_call,1.6077,2,-7.2573,-1.6077,-0.032154,True,2015-05
2015-05-01,DD,buy_call,1.5848,2,2.0981,0.5133,0.010266,True,2015-05
2015-05-01,DHR,skip,0.0,0,5.4226,0.0,0.0,True,2015-05
2015-05-01,DIS,buy_call,1.7456,2,1.5177,-0.2279,-0.004558,True,2015-05
2015-05-01,ELV,skip,0.0,0,11.2104,0.0,0.0,True,2015-05
2015-05-01,EOG,buy_call,1.6961,2,-10.2096,-1.6961,-0.033922,True,2015-05
2015-05-01,F,skip,0.0,0,-3.0822,0.0,0.0,True,2015-05
2015-05-01,FDX,buy_call,1.5848,2,2.1525,0.5677,0.011354,True,2015-05
2015-05-01,GE,buy_call,1.6961,2,0.7016,-0.9945,-0.01989,True,2015-05
2015-05-01,GILD,buy_call,1.4834,2,11.7004,10.217,0.20434,True,2015-05
2015-05-01,GIS,skip,0.0,0,2.266,0.0,0.0,True,2015-05
2015-05-01,GM,skip,0.0,0,2.5955,0.0,0.0,True,2015-05
2015-05-01,GOOGL,skip,0.0,0,-0.6287,0.0,0.0,True,2015-05
2015-05-01,GS,buy_call,1.4375,2,4.9741,3.5366,0.070732,True,2015-05
2015-05-01,HAL,buy_call,1.6961,2,-7.2523,-1.6961,-0.033922,True,2015-05
2015-05-01,HD,skip,0.0,0,4.1503,0.0,0.0,True,2015-05
2015-05-01,HON,skip,0.0,0,3.2501,0.0,0.0,True,2015-05
2015-05-01,IBM,buy_call,1.5848,2,-0.9575,-1.5848,-0.031696,True,2015-05
