date,ticker,selling_side,prem_pct,size,capital_allocated_pct,return_pct,pnl_pu_pct,pnl_contribution_pct,in_recovery
2015-02-01,GE,sell_put,1.6445,1,1,8.7903,1.6445,0.016445,False
2015-02-01,GILD,sell_put,1.4219,1,1,-1.2401,0.1818,0.001818,False
2015-02-01,GIS,sell_put,1.1301,1,1,3.2935,1.1301,0.011301,False
2015-02-01,GM,sell_put,1.6445,1,1,14.3777,1.6445,0.016445,False
2015-02-01,GOOGL,sell_put,1.7634,1,1,4.6656,1.7634,0.017634,False
2015-02-01,GS,sell_put,1.3775,1,1,10.0806,1.3775,0.013775,False
2015-02-01,HAL,sell_put,1.6445,1,1,7.3769,1.6445,0.016445,False
2015-02-01,HD,sell_put,1.4063,1,1,9.8927,1.4063,0.014063,False
2015-02-01,HON,sell_put,1.5211,1,1,5.1351,1.5211,0.015211,False
2015-02-01,IBM,sell_put,1.5211,1,1,5.6292,1.5211,0.015211,False
2015-02-01,INTC,sell_put,2.1114,1,1,0.6356,2.1114,0.021114,False
2015-02-01,ITW,sell_put,1.5211,1,1,6.1983,1.5211,0.015211,False
2015-02-01,JNJ,sell_put,1.0396,1,1,2.3667,1.0396,0.010396,False
2015-02-01,JPM,sell_put,1.3775,1,1,13.4134,1.3775,0.013775,False
2015-02-01,KO,sell_put,0.999,1,1,5.1737,0.999,0.00999,False
2015-02-01,LLY,sell_put,1.7857,1,1,-2.5417,-0.756,-0.00756,False
2015-02-01,LMT,sell_put,1.6445,1,1,6.2006,1.6445,0.016445,False
2015-02-01,LOW,sell_put,1.4063,1,1,9.7221,1.4063,0.014063,False
2015-02-01,LYB,sell_put,1.6445,1,1,8.6231,1.6445,0.016445,False
2015-02-01,MA,sell_put,1.3493,1,1,10.0864,1.3493,0.013493,False
2015-02-01,MCD,sell_put,0.999,1,1,6.9883,0.999,0.00999,False
2015-02-01,MDLZ,sell_put,1.1301,1,1,4.8241,1.1301,0.011301,False
2015-02-01,MDT,sell_put,1.2442,1,1,8.6694,1.2442,0.012442,False
2015-02-01,MET,sell_put,1.3775,1,1,9.3118,1.3775,0.013775,False
2015-02-01,META,sell_put,2.1946,1,1,4.0311,2.1946,0.021946,False
2015-02-01,MMM,sell_put,1.5211,1,1,3.9125,1.5211,0.015211,False
2015-02-01,MO,sell_put,1.1301,1,1,6.0075,1.1301,0.011301,False
2015-02-01,MRK,sell_put,1.3756,1,1,-2.8865,-1.5109,-0.015109,False
2015-02-01,MS,sell_put,1.3775,1,1,6.1626,1.3775,0.013775,False
2015-02-01,MSFT,sell_put,1.4655,1,1,8.5396,1.4655,0.014655,False
2015-02-01,NEE,sell_put,0.999,1,1,-5.2911,-4.2921,-0.042921,False
2015-02-01,NFLX,sell_put,2.2478,1,1,7.4943,2.2478,0.022478,False
2015-02-01,NKE,sell_put,1.7797,1,1,5.2792,1.7797,0.017797,False
2015-02-01,ORCL,sell_put,1.8254,1,1,4.8912,1.8254,0.018254,False
2015-02-01,PEP,sell_put,1.1301,1,1,5.5449,1.1301,0.011301,False
2015-02-01,PFE,sell_put,1.4219,1,1,9.824,1.4219,0.014219,False
2015-02-01,PG,sell_put,1.062,1,1,1.7148,1.062,0.01062,False
2015-02-01,PM,sell_put,1.1301,1,1,3.3898,1.1301,0.011301,False
2015-02-01,PPL,sell_put,0.999,1,1,-3.9437,-2.9447,-0.029447,False
2015-02-01,PRU,sell_put,1.3775,1,1,6.5498,1.3775,0.013775,False
2015-02-01,QCOM,sell_put,2.1597,1,1,16.0903,2.1597,0.021597,False
2015-02-01,SBUX,sell_put,0.999,1,1,6.8091,0.999,0.00999,False
2015-02-01,SLB,sell_put,1.6445,1,1,2.1483,1.6445,0.016445,False
2015-02-01,SO,sell_put,0.999,1,1,-9.72,-8.721,-0.08721,False
2015-02-01,SPG,sell_put,1.5211,1,1,-4.178,-2.6569,-0.026569,False
2015-02-01,T,sell_put,1.5685,1,1,6.9627,1.5685,0.015685,False
2015-02-01,TGT,sell_put,1.2381,1,1,4.3744,1.2381,0.012381,False
2015-02-01,TMO,sell_put,1.4415,1,1,3.8256,1.4415,0.014415,False
2015-02-01,TXN,sell_put,2.1114,1,1,10.6957,2.1114,0.021114,False
2015-02-01,UNH,sell_put,1.5039,1,1,6.9459,1.5039,0.015039,False
2015-02-01,UNP,sell_put,1.6445,1,1,2.6022,1.6445,0.016445,False
2015-02-01,USB,sell_put,1.3775,1,1,6.4424,1.3775,0.013775,False
2015-02-01,V,sell_put,1.29,1,1,6.4336,1.29,0.0129,False
2015-02-01,VZ,sell_put,1.5685,1,1,9.4619,1.5685,0.015685,False
2015-02-01,WFC,sell_put,1.7617,1,1,5.5278,1.7617,0.017617,False
2015-02-01,WMT,sell_put,1.2381,1,1,-1.2356,0.0025,2.5e-05,False
2015-02-01,XOM,sell_put,1.6445,1,1,1.2811,1.6445,0.016445,False
2015-03-01,AAPL,sell_put,1.8239,1,1,-2.7549,-0.931,-0.00931,False
2015-03-01,ABBV,sell_put,1.6297,1,1,-3.2396,-1.6099,-0.016099,False
2015-03-01,ABT,sell_put,1.426,1,1,-2.1955,-0.7695,-0.007695,False
2015-03-01,ADBE,sell_put,2.2216,1,1,-6.5234,-4.3018,-0.043018,False
2015-03-01,ADP,sell_put,1.7434,1,1,-3.602,-1.8585,-0.018585,False
2015-03-01,AMGN,sell_put,1.6297,1,1,1.8871,1.6297,0.016297,False
2015-03-01,AMT,sell_put,1.7434,1,1,-5.0333,-3.2898,-0.032898,False
2015-03-01,AMZN,sell_put,2.2187,1,1,-2.1202,0.0985,0.000985,False
2015-03-01,AXP,sell_put,1.5465,1,1,-4.253,-2.7064,-0.027064,False
2015-03-01,BA,sell_put,1.7395,1,1,0.1049,1.7395,0.017395,False
2015-03-01,BAC,sell_put,1.8583,1,1,-2.6565,-0.7982,-0.007982,False
2015-03-01,BDX,sell_put,1.426,1,1,-2.1334,-0.7073,-0.007073,False
2015-03-01,BIIB,sell_put,1.6297,1,1,3.0885,1.6297,0.016297,False
2015-03-01,BLK,sell_put,1.5789,1,1,-1.5024,0.0765,0.000765,False
2015-03-01,BMY,sell_put,1.6297,1,1,5.8766,1.6297,0.016297,False
2015-03-01,BRK-B,sell_put,1.0489,1,1,-2.0962,-1.0473,-0.010473,False
2015-03-01,C,sell_put,1.7395,1,1,-1.7169,0.0226,0.000226,False
2015-03-01,CAT,sell_put,1.8849,1,1,-3.462,-1.5771,-0.015771,False
2015-03-01,CL,sell_put,1.2172,1,1,-2.0898,-0.8726,-0.008726,False
2015-03-01,CMCSA,sell_put,1.7978,1,1,-4.9006,-3.1029,-0.031029,False
2015-03-01,COST,sell_put,1.495,1,1,6.7604,1.495,0.01495,False
2015-03-01,CRM,sell_put,2.2578,1,1,-3.7042,-1.4464,-0.014464,False
2015-03-01,CSCO,sell_put,1.7434,1,1,-6.7096,-4.9661,-0.049661,False
2015-03-01,CTSH,sell_put,1.7434,1,1,-0.16,1.5834,0.015834,False
2015-03-01,CVS,sell_put,1.7237,1,1,-0.6354,1.0883,0.010883,False
2015-03-01,CVX,sell_put,1.738,1,1,-0.6267,1.1113,0.011113,False
2015-03-01,DD,sell_put,1.7434,1,1,-2.5589,-0.8155,-0.008155,False
2015-03-01,DHR,sell_put,1.426,1,1,-2.7268,-1.3008,-0.013008,False
2015-03-01,DIS,sell_put,1.8946,1,1,0.7783,1.8946,0.018946,False
2015-03-01,ELV,sell_put,1.7237,1,1,5.4353,1.7237,0.017237,False
2015-03-01,EOG,sell_put,1.8849,1,1,2.1957,1.8849,0.018849,False
2015-03-01,F,sell_put,1.8849,1,1,-1.224,0.6609,0.006609,False
2015-03-01,FDX,sell_put,1.7434,1,1,-6.5149,-4.7714,-0.047714,False
2015-03-01,GE,sell_put,1.8849,1,1,-3.6627,-1.7779,-0.017779,False
2015-03-01,GILD,skip,0.0,0,0,-5.2159,0.0,0.0,False
2015-03-01,GIS,sell_put,1.2953,1,1,5.224,1.2953,0.012953,False
2015-03-01,GM,sell_put,1.8849,1,1,0.5092,1.8849,0.018849,False
2015-03-01,GOOGL,sell_put,2.0212,1,1,-1.4095,0.6117,0.006117,False
2015-03-01,GS,sell_put,1.5789,1,1,-0.648,0.9309,0.009309,False
2015-03-01,HAL,sell_put,1.8849,1,1,2.1891,1.8849,0.018849,False
2015-03-01,HD,sell_put,1.6119,1,1,-0.9934,0.6184,0.006184,False
2015-03-01,HON,sell_put,1.7434,1,1,1.9947,1.7434,0.017434,False
2015-03-01,IBM,sell_put,1.7434,1,1,-0.194,1.5494,0.015494,False
2015-03-01,INTC,sell_put,2.42,1,1,-5.2803,-2.8603,-0.028603,False
2015-03-01,ITW,sell_put,1.7434,1,1,-1.7398,0.0036,3.6e-05,False
2015-03-01,JNJ,sell_put,1.1916,1,1,-1.1763,0.0153,0.000153,False
2015-03-01,JPM,sell_put,1.5789,1,1,-1.1423,0.4366,0.004366,False
2015-03-01,KO,sell_put,1.145,1,1,-6.351,-5.206,-0.05206,False
2015-03-01,LLY,skip,0.0,0,0,4.2738,0.0,0.0,False
2015-03-01,LMT,sell_put,1.8849,1,1,2.203,1.8849,0.018849,False
2015-03-01,LOW,sell_put,1.6119,1,1,0.4049,1.6119,0.016119,False
2015-03-01,LYB,sell_put,1.8849,1,1,3.0048,1.8849,0.018849,False
2015-03-01,MA,sell_put,1.5465,1,1,-4.1495,-2.603,-0.02603,False
2015-03-01,MCD,sell_put,1.145,1,1,-0.6201,0.5249,0.005249,False
2015-03-01,MDLZ,sell_put,1.2953,1,1,-2.301,-1.0057,-0.010057,False
2015-03-01,MDT,sell_put,1.426,1,1,0.5155,1.426,0.01426,False
2015-03-01,MET,sell_put,1.5789,1,1,0.163,1.5789,0.015789,False
2015-03-01,META,sell_put,2.5154,1,1,4.1155,2.5154,0.025154,False
2015-03-01,MMM,sell_put,1.7434,1,1,-1.5856,0.1579,0.001579,False
2015-03-01,MO,sell_put,1.2953,1,1,-11.1387,-9.8434,-0.098434,False
2015-03-01,MRK,skip,0.0,0,0,-1.8107,0.0,0.0,False
2015-03-01,MS,sell_put,1.5789,1,1,-0.2794,1.2995,0.012995,False
2015-03-01,MSFT,sell_put,1.6797,1,1,-6.6149,-4.9352,-0.049352,False
2015-03-01,NEE,skip,0.0,0,0,1.3056,0.0,0.0,False
2015-03-01,NFLX,sell_put,2.5764,1,1,-12.2592,-9.6828,-0.096828,False
2015-03-01,NKE,sell_put,2.0399,1,1,3.6048,2.0399,0.020399,False
2015-03-01,ORCL,sell_put,2.0923,1,1,-1.5289,0.5633,0.005633,False
2015-03-01,PEP,sell_put,1.2953,1,1,-3.3946,-2.0993,-0.020993,False
2015-03-01,PFE,sell_put,1.6297,1,1,2.2637,1.6297,0.016297,False
2015-03-01,PG,sell_put,1.2172,1,1,-3.7472,-2.5299,-0.025299,False
2015-03-01,PM,sell_put,1.2953,1,1,-9.1972,-7.9019,-0.079019,False
2015-03-01,PPL,skip,0.0,0,0,-1.2903,0.0,0.0,False
2015-03-01,PRU,sell_put,1.5789,1,1,0.0548,1.5789,0.015789,False
2015-03-01,QCOM,sell_put,2.4754,1,1,-4.3718,-1.8964,-0.018964,False
2015-03-01,SBUX,sell_put,1.145,1,1,1.664,1.145,0.01145,False
2015-03-01,SLB,sell_put,1.8849,1,1,-0.2768,1.6081,0.016081,False
2015-03-01,SO,skip,0.0,0,0,-2.2272,0.0,0.0,False
2015-03-01,SPG,skip,0.0,0,0,3.5179,0.0,0.0,False
2015-03-01,T,sell_put,1.7978,1,1,-5.5266,-3.7288,-0.037288,False
2015-03-01,TGT,sell_put,1.4191,1,1,7.5478,1.4191,0.014191,False
2015-03-01,TMO,sell_put,1.6522,1,1,3.3385,1.6522,0.016522,False
2015-03-01,TXN,sell_put,2.42,1,1,-2.7381,-0.3181,-0.003181,False
2015-03-01,UNH,sell_put,1.7237,1,1,4.1011,1.7237,0.017237,False
2015-03-01,UNP,sell_put,1.8849,1,1,-9.5312,-7.6464,-0.076464,False
2015-03-01,USB,sell_put,1.5789,1,1,-2.1072,-0.5283,-0.005283,False
2015-03-01,V,sell_put,1.4786,1,1,-3.3888,-1.9102,-0.019102,False
2015-03-01,VZ,sell_put,1.7978,1,1,-1.6582,0.1395,0.001395,False
2015-03-01,WFC,sell_put,2.0192,1,1,-0.0574,1.9618,0.019618,False
2015-03-01,WMT,skip,0.0,0,0,-2.0017,0.0,0.0,False
2015-03-01,XOM,sell_put,1.8849,1,1,-3.2755,-1.3907,-0.013907,False
2015-04-01,AAPL,skip,0.0,0,0,0.5786,0.0,0.0,True
2015-04-01,ABBV,skip,0.0,0,0,10.4544,0.0,0.0,True
2015-04-01,ABT,skip,0.0,0,0,0.1943,0.0,0.0,True
2015-04-01,ADBE,skip,0.0,0,0,2.8672,0.0,0.0,True
2015-04-01,ADP,skip,0.0,0,0,-0.7131,0.0,0.0,True
2015-04-01,AMGN,sell_put,1.5508,4,4,-1.2136,0.3372,0.013488,True
2015-04-01,AMT,skip,0.0,0,0,0.4036,0.0,0.0,True
2015-04-01,AMZN,skip,0.0,0,0,13.3513,0.0,0.0,True
2015-04-01,AXP,skip,0.0,0,0,-0.5263,0.0,0.0,True
2015-04-01,BA,sell_put,1.6553,4,4,-4.491,-2.8357,-0.113428,True
2015-04-01,BAC,skip,0.0,0,0,3.8324,0.0,0.0,True
2015-04-01,BDX,skip,0.0,0,0,-1.4989,0.0,0.0,True
2015-04-01,BIIB,sell_put,1.5508,4,4,-11.4414,-9.8905,-0.39562,True
2015-04-01,BLK,skip,0.0,0,0,0.0644,0.0,0.0,True
2015-04-01,BMY,sell_put,1.5508,4,4,-1.1938,0.357,0.01428,True
2015-04-01,BRK-B,skip,0.0,0,0,-2.1549,0.0,0.0,True
2015-04-01,C,skip,0.0,0,0,3.4938,0.0,0.0,True
2015-04-01,CAT,skip,0.0,0,0,8.5593,0.0,0.0,True
2015-04-01,CL,skip,0.0,0,0,-2.9709,0.0,0.0,True
2015-04-01,CMCSA,skip,0.0,0,0,2.7436,0.0,0.0,True
2015-04-01,COST,sell_put,1.4227,4,4,-5.5775,-4.1549,-0.166196,True
2015-04-01,CRM,skip,0.0,0,0,8.9957,0.0,0.0,True
2015-04-01,CSCO,skip,0.0,0,0,5.5235,0.0,0.0,True
2015-04-01,CTSH,skip,0.0,0,0,-6.1709,0.0,0.0,True
2015-04-01,CVS,skip,0.0,0,0,-3.7981,0.0,0.0,True
2015-04-01,CVX,skip,0.0,0,0,5.7916,0.0,0.0,True
2015-04-01,DD,skip,0.0,0,0,7.2556,0.0,0.0,True
2015-04-01,DHR,skip,0.0,0,0,-3.4054,0.0,0.0,True
2015-04-01,DIS,sell_put,1.8029,4,4,3.6514,1.8029,0.072116,True
2015-04-01,ELV,sell_put,1.6403,4,4,-1.8359,-0.1956,-0.007824,True
2015-04-01,EOG,sell_put,1.7937,4,4,7.918,1.7937,0.071748,True
2015-04-01,F,skip,0.0,0,0,-2.1066,0.0,0.0,True
2015-04-01,FDX,skip,0.0,0,0,2.6087,0.0,0.0,True
2015-04-01,GE,skip,0.0,0,0,9.1496,0.0,0.0,True
2015-04-01,GILD,skip,0.0,0,0,2.4253,0.0,0.0,True
2015-04-01,GIS,sell_put,1.2326,4,4,-2.2262,-0.9936,-0.039744,True
2015-04-01,GM,sell_put,1.7937,4,4,-5.739,-3.9454,-0.157816,True
2015-04-01,GOOGL,skip,0.0,0,0,-1.069,0.0,0.0,True
2015-04-01,GS,skip,0.0,0,0,4.4954,0.0,0.0,True
2015-04-01,HAL,sell_put,1.7937,4,4,12.0238,1.7937,0.071748,True
2015-04-01,HD,skip,0.0,0,0,-5.3512,0.0,0.0,True
2015-04-01,HON,sell_put,1.6591,4,4,-3.2499,-1.5908,-0.063632,True
2015-04-01,IBM,skip,0.0,0,0,6.7228,0.0,0.0,True
2015-04-01,INTC,skip,0.0,0,0,4.0934,0.0,0.0,True
2015-04-01,ITW,skip,0.0,0,0,-3.1783,0.0,0.0,True
2015-04-01,JNJ,skip,0.0,0,0,-1.3917,0.0,0.0,True
2015-04-01,JPM,skip,0.0,0,0,4.4239,0.0,0.0,True
2015-04-01,KO,skip,0.0,0,0,0.8546,0.0,0.0,True
2015-04-01,LLY,sell_put,1.9476,4,4,-1.0737,0.874,0.03496,True
2015-04-01,LMT,sell_put,1.7937,4,4,-8.0607,-6.2671,-0.250684,True
2015-04-01,LOW,sell_put,1.5339,4,4,-7.4338,-5.8999,-0.235996,True
2015-04-01,LYB,sell_put,1.7937,4,4,17.9043,1.7937,0.071748,True
2015-04-01,MA,skip,0.0,0,0,4.4218,0.0,0.0,True
2015-04-01,MCD,skip,0.0,0,0,-0.9134,0.0,0.0,True
2015-04-01,MDLZ,skip,0.0,0,0,6.7741,0.0,0.0,True
2015-04-01,MDT,sell_put,1.357,4,4,-4.1623,-2.8053,-0.112212,True
2015-04-01,MET,sell_put,1.5025,4,4,1.4639,1.5025,0.0601,True
2015-04-01,META,sell_put,2.3937,4,4,-4.196,-1.8023,-0.072092,True
2015-04-01,MMM,skip,0.0,0,0,-5.1894,0.0,0.0,True
2015-04-01,MO,skip,0.0,0,0,1.0664,0.0,0.0,True
2015-04-01,MRK,skip,0.0,0,0,4.4571,0.0,0.0,True
2015-04-01,MS,skip,0.0,0,0,4.5391,0.0,0.0,True
2015-04-01,MSFT,skip,0.0,0,0,19.6262,0.0,0.0,True
2015-04-01,NEE,sell_put,1.0896,4,4,-2.9986,-1.909,-0.07636,True
2015-04-01,NFLX,skip,0.0,0,0,33.5525,0.0,0.0,True
2015-04-01,NKE,sell_put,1.9412,4,4,-1.4851,0.4561,0.018244,True
2015-04-01,ORCL,skip,0.0,0,0,1.0892,0.0,0.0,True
2015-04-01,PEP,skip,0.0,0,0,0.1437,0.0,0.0,True
2015-04-01,PFE,sell_put,1.5508,4,4,-2.472,-0.9212,-0.036848,True
2015-04-01,PG,skip,0.0,0,0,-2.9656,0.0,0.0,True
2015-04-01,PM,skip,0.0,0,0,12.2109,0.0,0.0,True
2015-04-01,PPL,skip,0.0,0,0,2.2407,0.0,0.0,True
2015-04-01,PRU,sell_put,1.5025,4,4,1.6063,1.5025,0.0601,True
2015-04-01,QCOM,skip,0.0,0,0,-1.3611,0.0,0.0,True
2015-04-01,SBUX,sell_put,1.0896,4,4,4.7096,1.0896,0.043584,True
2015-04-01,SLB,skip,0.0,0,0,13.3868,0.0,0.0,True
2015-04-01,SO,skip,0.0,0,0,0.0452,0.0,0.0,True
2015-04-01,SPG,sell_put,1.6591,4,4,-7.2327,-5.5736,-0.222944,True
2015-04-01,T,skip,0.0,0,0,6.0949,0.0,0.0,True
2015-04-01,TGT,sell_put,1.3504,4,4,-3.9478,-2.5974,-0.103896,True
2015-04-01,TMO,sell_put,1.5723,4,4,-6.3365,-4.7643,-0.190572,True
2015-04-01,TXN,skip,0.0,0,0,-5.2107,0.0,0.0,True
2015-04-01,UNH,sell_put,1.6403,4,4,-5.5096,-3.8693,-0.154772,True
2015-04-01,UNP,skip,0.0,0,0,-1.9204,0.0,0.0,True
2015-04-01,USB,skip,0.0,0,0,-1.2726,0.0,0.0,True
2015-04-01,V,skip,0.0,0,0,0.9784,0.0,0.0,True
2015-04-01,VZ,skip,0.0,0,0,3.722,0.0,0.0,True
2015-04-01,WFC,skip,0.0,0,0,1.2868,0.0,0.0,True
2015-04-01,WMT,skip,0.0,0,0,-4.5364,0.0,0.0,True
2015-04-01,XOM,skip,0.0,0,0,2.7882,0.0,0.0,True
2015-05-01,AAPL,sell_put,1.6509,8,8,4.0991,1.6509,0.132072,True
2015-05-01,ABBV,sell_put,1.4752,8,8,3.839,1.4752,0.118016,True
2015-05-01,ABT,sell_put,1.2908,8,8,5.2319,1.2908,0.103264,True
2015-05-01,ADBE,sell_put,2.0109,8,8,3.9837,2.0109,0.160872,True
2015-05-01,ADP,skip,0.0,0,0,1.1474,0.0,0.0,True
2015-05-01,AMGN,skip,0.0,0,0,-1.0449,0.0,0.0,True
2015-05-01,AMT,sell_put,1.5781,8,8,-1.4132,0.1649,0.013192,True
2015-05-01,AMZN,sell_put,2.0083,8,8,1.7663,2.0083,0.160664,True
2015-05-01,AXP,skip,0.0,0,0,2.9309,0.0,0.0,True
2015-05-01,BA,skip,0.0,0,0,-1.9673,0.0,0.0,True
2015-05-01,BAC,sell_put,1.6821,8,8,3.5781,1.6821,0.134568,True
2015-05-01,BDX,skip,0.0,0,0,-0.2556,0.0,0.0,True
2015-05-01,BIIB,skip,0.0,0,0,6.1669,0.0,0.0,True
2015-05-01,BLK,sell_put,1.4292,8,8,0.5056,1.4292,0.114336,True
2015-05-01,BMY,skip,0.0,0,0,1.95,0.0,0.0,True
2015-05-01,BRK-B,skip,0.0,0,0,1.2676,0.0,0.0,True
2015-05-01,C,sell_put,1.5745,8,8,1.4254,1.5745,0.12596,True
2015-05-01,CAT,sell_put,1.7061,8,8,-0.9817,0.7245,0.05796,True
2015-05-01,CL,skip,0.0,0,0,-0.1742,0.0,0.0,True
2015-05-01,CMCSA,sell_put,1.6273,8,8,1.2119,1.6273,0.130184,True
2015-05-01,COST,skip,0.0,0,0,-0.0489,0.0,0.0,True
2015-05-01,CRM,sell_put,2.0437,8,8,-0.0961,1.9475,0.1558,True
2015-05-01,CSCO,sell_put,1.5781,8,8,1.6649,1.5781,0.126248,True
2015-05-01,CTSH,skip,0.0,0,0,10.5569,0.0,0.0,True
2015-05-01,CVS,skip,0.0,0,0,3.4692,0.0,0.0,True
2015-05-01,CVX,sell_put,1.5732,8,8,-7.2573,-5.6841,-0.454728,True
2015-05-01,DD,sell_put,1.5781,8,8,2.0981,1.5781,0.126248,True
2015-05-01,DHR,skip,0.0,0,0,5.4226,0.0,0.0,True
2015-05-01,DIS,sell_put,1.7149,8,8,1.5177,1.7149,0.137192,True
2015-05-01,ELV,skip,0.0,0,0,11.2104,0.0,0.0,True
2015-05-01,EOG,sell_put,1.7061,8,8,-10.2096,-8.5035,-0.68028,True
2015-05-01,F,skip,0.0,0,0,-3.0822,0.0,0.0,True
2015-05-01,FDX,sell_put,1.5781,8,8,2.1525,1.5781,0.126248,True
2015-05-01,GE,sell_put,1.7061,8,8,0.7016,1.7061,0.136488,True
2015-05-01,GILD,sell_put,1.4752,8,8,11.7004,1.4752,0.118016,True
2015-05-01,GIS,skip,0.0,0,0,2.266,0.0,0.0,True
2015-05-01,GM,skip,0.0,0,0,2.5955,0.0,0.0,True
2015-05-01,GOOGL,skip,0.0,0,0,-0.6287,0.0,0.0,True
2015-05-01,GS,sell_put,1.4292,8,8,4.9741,1.4292,0.114336,True
2015-05-01,HAL,sell_put,1.7061,8,8,-7.2523,-5.5462,-0.443696,True
2015-05-01,HD,skip,0.0,0,0,4.1503,0.0,0.0,True
2015-05-01,HON,skip,0.0,0,0,3.2501,0.0,0.0,True
2015-05-01,IBM,sell_put,1.5781,8,8,-0.9575,0.6207,0.049656,True
2015-05-01,INTC,sell_put,2.1905,8,8,5.8679,2.1905,0.17524,True
2015-05-01,ITW,skip,0.0,0,0,0.2671,0.0,0.0,True
2015-05-01,JNJ,skip,0.0,0,0,0.9476,0.0,0.0,True
2015-05-01,JPM,sell_put,1.4292,8,8,4.6747,1.4292,0.114336,True
2015-05-01,KO,sell_put,1.0364,8,8,0.9862,1.0364,0.082912,True
2015-05-01,LLY,skip,0.0,0,0,9.7815,0.0,0.0,True
2015-05-01,LMT,skip,0.0,0,0,0.8574,0.0,0.0,True
2015-05-01,LOW,skip,0.0,0,0,1.9497,0.0,0.0,True
2015-05-01,LYB,sell_put,1.7061,8,8,-2.3377,-0.6316,-0.050528,True
2015-05-01,MA,sell_put,1.3999,8,8,2.4602,1.3999,0.111992,True
2015-05-01,MCD,skip,0.0,0,0,-0.6421,0.0,0.0,True
2015-05-01,MDLZ,sell_put,1.1725,8,8,8.392,1.1725,0.0938,True
2015-05-01,MDT,skip,0.0,0,0,2.5117,0.0,0.0,True
2015-05-01,MET,sell_put,1.4292,8,8,1.8912,1.4292,0.114336,True
2015-05-01,META,skip,0.0,0,0,0.5332,0.0,0.0,True
2015-05-01,MMM,skip,0.0,0,0,1.72,0.0,0.0,True
2015-05-01,MO,sell_put,1.1725,8,8,2.2977,1.1725,0.0938,True
2015-05-01,MRK,sell_put,1.4271,8,8,2.2331,1.4271,0.114168,True
2015-05-01,MS,sell_put,1.4292,8,8,2.8016,1.4292,0.114336,True
2015-05-01,MSFT,sell_put,1.5204,8,8,-3.6595,-2.1391,-0.171128,True
2015-05-01,NEE,skip,0.0,0,0,1.397,0.0,0.0,True
2015-05-01,NFLX,sell_put,2.332,8,8,12.1402,2.332,0.18656,True
2015-05-01,NKE,skip,0.0,0,0,2.8633,0.0,0.0,True
2015-05-01,ORCL,sell_put,1.8938,8,8,0.0515,1.8938,0.151504,True
2015-05-01,PEP,sell_put,1.1725,8,8,1.3772,1.1725,0.0938,True
