ym,n,disp_call,disp_strad,long_strad,short_strad,cash_c,cash_s,spy,capin_s,ratio,y
2020-09,96,0.00710335362732047,-0.0008533439659362541,-0.02345937920227754,0.022606035236341287,7.264987924206193e-05,7.029975848412387e-05,-0.03744332906600323,6.266988687834825,1.0703354570740768,2020
2020-10,96,0.010729921833051614,0.02644393820923932,-0.008082455583052504,0.034526393792291825,7.272666280782879e-05,7.045332561565758e-05,-0.02493391286048441,6.062232512456552,1.0369357855034402,2020
2020-11,96,0.016578330249382336,0.01782516627629464,0.037959830372379065,-0.020134664096084425,7.185484108889031e-05,6.870968217778065e-05,0.10877703737177957,8.387090429625799,0.9950126819071764,2020
2020-12,96,0.005477550235046449,0.011198187445773757,0.0011606434597227924,0.010037543986050964,7.320738128591723e-05,7.141476257183447e-05,0.03704860516345265,4.780316570887355,1.0482183774206382,2020
2021-01,96,0.01547418312332002,0.03747384869234251,-0.0031806012989965527,0.04065444999133906,7.293507554741112e-05,7.087015109482226e-05,-0.010190489088611088,5.5064652069036555,1.0917442202915981,2021
2021-02,96,0.023125729464313613,0.04033618981100344,-0.006331918797265519,0.046668108608268956,6.415714363008251e-05,6.164762059349833e-05,0.02780546849632537,7.52856910975251,1.0262308765224373,2021
2021-03,96,0.00818449233151497,0.01055839637176833,-0.007823890994752862,0.018382287366521192,5.637227661749209e-05,5.4411219901650835e-05,0.04539954408860725,6.723623025741428,1.0850529863152336,2021
2021-04,96,-0.010351964668538594,-0.013417150994241601,-0.005633686556154697,-0.007783464438086904,5.66273955054073e-05,5.492145767748126e-05,0.052910156345455484,5.84892969574642,1.3598909207113368,2021
2021-05,96,0.007282091324241725,0.00783875041361334,-0.027116742335943505,0.034955492749556845,4.844382061562319e-05,4.688764123124638e-05,0.006565982424354022,6.22471753750723,1.5086992653098068,2021
2021-06,96,-0.0001882777667078085,0.002464855948100272,-0.013162056247867928,0.0156269121959682,6.481772515408042e-05,6.296878364149417e-05,0.022427528509005645,5.54682453775875,1.4927937798434867,2021
2021-07,96,-0.0001668772027038131,0.0007224727944842146,-0.0109370608813229,0.011659533675807115,8.111365852696803e-05,7.889398372060273e-05,0.024412471466121355,5.327219535276718,1.517920696819847,2021
2021-08,96,-0.005594649001380953,-0.005093000893883171,-0.016962106275741875,0.011869105381858704,7.279046465578789e-05,7.058092931157579e-05,0.02975982420063894,5.892094251232273,1.4570493258461827,2021
2021-09,96,-0.004716871199912192,-0.008258832312998473,-5.423368476781321e-05,-0.00820459862823066,6.484569248619598e-05,6.30247183057253e-05,-0.04660538664938707,5.46292254141206,1.49519294212982,2021
2021-10,96,-0.006758435440170414,-0.009134119193176096,0.00692082429942071,-0.016054943492596806,6.419796692854425e-05,6.172926719042184e-05,0.07016344038764677,7.4060992143672415,1.443628921463106,2021
2021-11,96,0.01605282982733753,0.036462863152090894,0.008127335242743592,0.028335527909347305,6.482378712744062e-05,6.298090758821458e-05,-0.008034686602523156,5.52863861767813,1.5336528454454126,2021
2021-12,96,0.0027346119810293928,-0.007879864513722044,-0.023763019231613773,0.01588315471789173,6.337214927930589e-05,6.0077631891945115e-05,0.046247662445926485,9.883552162082335,1.6395824238368724,2021
2022-01,99,-0.0013441832609401953,-0.003303422219212088,0.009540158645669677,-0.012843580864881765,6.425036047179443e-05,6.18340542769222e-05,-0.0527412005467125,7.248918584616715,1.8412192905369642,2022
2022-02,99,-0.0010285615640096002,0.0024311117418065187,-0.025116174336272223,0.027547286078078742,6.371763229925573e-05,6.0768597931844796e-05,-0.0295168872429048,8.847103102232808,1.5584390087816804,2022
2022-03,99,-0.011135200148616214,-0.009454066175811425,-0.041171833558559794,0.03171776738274837,0.00015811226703458817,0.0001495578674025097,0.03759029359280586,10.265279558494194,1.4891858677328977,2022
2022-04,99,-0.004232340754248845,-0.018053633177100646,0.021831385264550127,-0.03988501844165077,0.00026530252235311663,0.0002556050447062332,-0.08776918355396368,7.052711015915208,1.5003701669744447,2022
2022-05,99,0.016096191636995744,0.0239141340150267,-0.050213555063341554,0.07412768907836825,0.0006090691644530691,0.0005764716622394714,0.002257542349220598,10.160260430212249,1.3305273757983456,2022
2022-06,99,-0.0074306829108228,-0.01783884370919633,0.003918633908808213,-0.021757477618004544,0.0009667147526691559,0.0009250961720049782,-0.08246046431950171,8.254925090415373,1.3786152542294396,2022
2022-07,99,-0.006148014762234241,-0.00899383647070763,0.016532750808565328,-0.02552658727927296,0.0013413587427868134,0.001282717485573627,0.09208733650896184,8.377322459026644,1.2762550734110516,2022
2022-08,99,0.0006732722816184811,-0.0011827415518544434,-0.009555609571535428,0.008372868019680985,0.0018832857875186043,0.001824904908370542,-0.04080208252313666,6.01348111396352,1.2331063589174334,2022
2022-09,99,-0.001857182117048474,-0.004162428492619656,0.028212160194788595,-0.03237458868740825,0.0020567286469613828,0.0019801239605894325,-0.09244581059049828,7.181689347370359,1.2142150958582374,2022
2022-10,99,0.016988141513986428,0.019529808930490125,0.027699303075444846,-0.008169494144954721,0.002459262266051599,0.002351857865436531,0.08127527633493692,8.369174073901384,1.1576737259841778,2022
2022-11,99,0.020681410324205292,0.020747047304773825,0.01661328324277731,0.004133764061996513,0.003038155722318995,0.0029263114446379896,0.05559178061196812,7.101223979746366,1.20014682458737,2022
2022-12,99,0.0006967703987771044,-0.00709777753108921,0.0029019976086542016,-0.009999775139743412,0.0033198840007800583,0.0032231013348934493,-0.05762825712912778,5.665326783606346,1.2040514266433728,2022
2023-01,98,0.0037171767683397555,0.015176899995571076,0.027762762787199007,-0.012585862791627931,0.003508548707815138,0.0034087640822969426,0.06288743846767098,5.530787557590503,1.1277234886489045,2023
2023-02,98,0.005955008882752192,0.02118140270215306,0.00191466702374438,0.01926673567840868,0.0037146335178151993,0.0036209337022970653,-0.025142446523391815,4.920778057845123,1.1207444783502336,2023
2023-03,98,0.007668658613393529,0.01853604879217243,0.008023294543747152,0.010512754248425281,0.0037719672002170163,0.0036689344004340327,0.037077302035405824,5.317821924283042,1.1351101447379872,2023
2023-04,98,0.013273543885595263,0.023974887538553882,-0.002691606294083661,0.02666649383263754,0.003931920309037911,0.0038388406180758223,0.01597509214289672,4.625077811780808,1.092828462152658,2023
2023-05,98,0.020384822058391528,0.06108899249177101,0.029899538497281532,0.03118945399448948,0.004129196906651449,0.004041727146636232,0.004616375527484395,4.14876332087986,1.1616792213635996,2023
2023-06,98,-0.00972683997773037,-0.00949596763419478,0.013405686606420325,-0.022901654240615105,0.00413349163680124,0.004033649940269147,0.06479969025645071,4.716930544823306,1.1617471161535493,2023
2023-07,98,0.007591753587202595,0.013270692961180462,0.01459202236695605,-0.0013213294057755874,0.0041849706192642715,0.004103274571861877,0.03273305594516396,3.8295022219872714,1.2450804943948628,2023
2023-08,98,0.008603439188332635,0.015372276351972053,0.00045156999461032463,0.014920706357361728,0.004350713414166187,0.004259760161665708,-0.01625192610748194,4.095456022535659,1.327641964603087,2023
2023-09,98,0.000536136958846082,-0.002574221184176804,0.013199645822983653,-0.015773867007160457,0.004352615193496995,0.0042635637203273236,-0.0474343552719807,4.009822431655009,1.3056291979899872,2023
2023-10,98,0.008258587121949844,0.013396546304312498,-0.004980622727575115,0.018377169031887613,0.004320492475914513,0.00419931828516236,-0.02170849356696447,5.456248739308964,1.3760512818028316,2023
2023-11,98,-0.01047670566741437,-0.012915763835747447,0.035546373264928814,-0.04846213710067626,0.004321769484312315,0.004201872301957962,0.09134369583921176,5.398747423085291,1.3150137302296305,2023
2023-12,98,0.008829465561394013,0.010229753629904461,0.02573118635991616,-0.015501432730011698,0.004360210217212096,0.004278753767757525,0.045655250411731796,3.667832620843724,1.2543581484488227,2023
2024-01,98,0.01712587042693301,0.025868379543455784,0.013299461683677485,0.0125689178597783,0.0043500198703697555,0.004258373074072843,0.015926617018114486,4.126685011493214,1.4645578450002463,2024
2024-02,98,-0.006392270261001986,-0.003945765540279639,0.01472012639054293,-0.01866589193082257,0.004334544828867561,0.004227422991068455,0.05218673395232387,4.823497386826525,1.48519920076784,2024
2024-03,98,-0.0019750337597435608,0.0024843227100424265,0.004205168091200954,-0.0017208453811585278,0.004339230743042494,0.004236794819418321,0.032701939103215505,4.612499375197285,1.5209189894382802,2024
2024-04,98,0.0005528419182848042,0.0022910842410542795,0.012359838782669559,-0.01006875454161528,0.0043405179110124195,0.004239369155358171,-0.04031954733680698,4.554540592311333,1.5468273445501255,2024
2024-05,98,-0.010691562172597164,-0.006480390816556686,0.0076683661240721755,-0.014148756940628861,0.0043330217489805116,0.004224376831294356,0.05057963393354492,4.892078845155215,1.3811907665191547,2024
2024-06,98,-0.0021898746662550803,0.0026137450531113693,0.007947589808545577,-0.005333844755434208,0.004350904323932224,0.004260141981197782,0.035280160641754765,4.086859710368886,1.3976607738684559,2024
