ym,n,disp_call,disp_strad,long_strad,short_strad,cash_c,cash_s,spy,capin_s,ratio,y
2024-07,98,0.02339577245216705,0.03753514046804538,0.021247563067143687,0.016287577400901695,0.004352680388610938,0.00426369411055521,0.012108972455180167,4.006886816768257,1.4231846632859253,2024
2024-08,98,0.010644277641584777,0.016495499039762163,0.002367564645353601,0.014127934394408561,0.004324724718041046,0.004207782769415425,0.02336554202963792,5.265678737363786,1.422150701912519,2024
2024-09,98,0.003885998095346099,0.00723534499778053,-0.00612836600560866,0.01336371100338919,0.004167935225988971,0.004060870451977942,0.021004576352000814,5.0088783163054575,1.4754475736005284,2024
2024-10,98,0.005704460140387222,0.015910532184880803,-0.013208091389625946,0.029118623574506747,0.003898999556898668,0.0037729991137973352,-0.008923398815693484,6.260891582674896,1.653540371365328,2024
2024-11,98,-0.013789433038713206,-0.022464184630053282,-0.016439355633891883,-0.0060248289961614,0.003701332331676741,0.0035359979966868155,0.05963351362768754,8.55177594775476,1.6315196896100697,2024
2024-12,98,-0.002626529081473159,0.01783868807431727,0.010841581026425304,0.0069971070478919645,0.003624233396619168,0.0035151334599050022,-0.02406010339609721,5.8446394668303014,1.9115115992070038,2024
2025-01,98,0.013298214642298196,0.004817396780599538,-0.008130139862322937,0.012947536642922475,0.0034801676985462284,0.003352002063759124,0.02685633659714526,7.103868902749447,1.8091310165662844,2025
2025-02,98,0.018406335370581905,0.019500626269508485,-0.005243034527647551,0.024743660797156036,0.003483339631131183,0.003358345928929033,-0.012694826224656452,6.928057396885907,1.8631528017998078,2025
2025-03,98,-0.012527153974131188,-0.03530671138055725,-0.025128860625012846,-0.010177850755544402,0.0034581707636070235,0.0033080081938807134,-0.05571910513222289,8.32309855295944,1.8734378827347704,2025
2025-04,98,0.01154800320211416,0.012573426927155833,-0.029354140424684764,0.0419275673518406,0.003457855947351488,0.003307378561369643,-0.008670223998505366,8.340547952804345,1.6540702764011963,2025
2025-05,98,-0.018005690636057402,-0.025979297535908344,-0.020292606506168587,-0.005686691029739755,0.003436755635969775,0.003265177938606217,0.06284495254464906,9.510080223384286,1.7012251230023094,2025
2025-06,98,-0.007993660804112852,-0.012675117548934123,-0.0043445696323341785,-0.008330547916599944,0.003476086781087892,0.003343840228842451,0.05138613709397677,7.330062942010594,1.744095897244864,2025
2025-07,98,-0.007501862748457686,0.010539636601243265,-0.0047530566712461995,0.015292693272489465,0.0034916143344269177,0.0033748953355205026,0.02303149096060908,6.469413334304773,1.7086122616983188,2025
2025-08,98,0.004879634291646468,0.004856796819320908,-0.0128751012521969,0.01773189807151781,0.0034930141171182778,0.003377694900903222,0.020519412461037057,6.391827226700538,1.6891309304888749,2025
2025-09,98,0.0018562641508955736,0.0057853623479142005,0.0059304881590189875,-0.00014512581110478652,0.0034131784337268424,0.003309690200787018,0.035620488101362424,5.885586707478145,1.6930629533548864,2025
2025-10,98,0.008531827764360865,0.020728018096987804,0.007243556652074836,0.013484461444912967,0.003298276336505487,0.0031882193396776406,0.023837394994002947,6.458112283296604,1.752773309503079,2025
2025-11,98,0.01281240782477472,0.02538701962637807,-0.012172446555545897,0.03755946618192397,0.0031168077464174384,0.0030002821595015434,0.001949968878745878,7.2077682628388695,1.8261182421976496,2025
2025-12,98,0.008700304548976691,0.009670112227579665,-0.026551851512863905,0.03622196374044357,0.0029935931251187206,0.002887186250237441,0.0007975201147529809,6.864959669759976,1.8552173344466611,2025
2026-01,99,0.02770082451017128,0.04112441023644628,0.02153452506220659,0.01958988517423969,0.002931940997102049,0.0028305486608707644,0.014737783295277307,6.6852089822825045,1.955866628919483,2026
2026-02,99,0.02110789618989464,0.033624114889660495,0.00230641522531168,0.031317699664348816,0.0029106083908841942,0.002787883448435055,-0.008641914713669485,8.091754447196015,2.0293719628792095,2026
