ym,n,disp_call,disp_strad,long_strad,short_strad,cash_c,cash_s,spy,capin_s,ratio,y
2020-09,14,-0.0008465869040873916,-0.002632495514641108,-0.005929208986607546,0.003296713471966438,7.452294853628052e-05,7.404589707256104e-05,-0.03744332906600323,1.27213723658528,1.4898349704968181,2020
2020-10,14,-0.0016098011021642173,-0.0005168789046758908,-0.005551977999385115,0.005035099094709224,7.455255883734339e-05,7.410511767468679e-05,-0.02493391286048441,1.1931764337509356,1.3994814221047058,2020
2020-11,13,0.00047602610648689314,7.321176103063012e-05,0.002799780857375396,-0.002726569096344766,7.454174720801628e-05,7.408349441603256e-05,0.10877703737177957,1.2220074452899103,1.0705797467272131,2020
2020-12,13,-0.0006628082334207803,-0.00021924128465130644,-0.0015784920327623748,0.0013592507481110683,7.467374180988565e-05,7.434748361977129e-05,0.03704860516345265,0.8700218403049359,1.408812339761719,2020
2021-01,14,0.0008467200916989367,0.001424583039132058,-0.004504190917938223,0.005928773957070281,7.461357473194538e-05,7.422714946389077e-05,-0.010190489088611088,1.0304673814789642,1.4009590739906017,2021
2021-02,14,0.0011406163573335737,0.004405837446187039,-0.0023999283925188507,0.0068057658387058895,6.633368491374966e-05,6.600070316083264e-05,0.02780546849632537,0.9989452587510463,0.9337218528131347,2021
2021-03,14,0.0003120689657336883,0.0012640570963371098,-0.0014166931446138976,0.0026807502409510074,5.8094227200156444e-05,5.785512106697954e-05,0.04539954408860725,0.8197924566065081,0.9071825878508665,2021
2021-04,14,0.0014142524952084849,0.0005393717519155447,0.0016744603158032184,-0.0011350885638876738,5.8089970731094214e-05,5.7846608128855095e-05,0.052910156345455484,0.8343860648198519,1.3302642280885881,2021
2021-05,14,0.0009146498993965902,0.0017582434446488191,-0.0033394325813282215,0.005097676025977041,4.9792472547945923e-05,4.958494509589185e-05,0.006565982424354022,0.8301098082162867,1.3796272776654883,2021
2021-06,13,0.0028503635420426368,0.002226767319416234,0.00011062295954554075,0.0021161443598706935,6.643072267292965e-05,6.619477867919264e-05,0.022427528509005645,0.7078319812110527,1.4067387491734922,2021
2021-07,14,0.0015586452654089327,0.0012673802974442925,-0.00043296836361091177,0.0017003486610552042,8.298157086942089e-05,8.262980840550845e-05,0.024412471466121355,0.8442299133898492,1.6495003872176381,2021
2021-08,14,0.0033968900414520645,0.0026689178701099574,0.0009380066685888963,0.0017309112015210612,7.471966022030101e-05,7.443932044060201e-05,0.02975982420063894,0.7475727458639754,1.2676554454399491,2021
2021-09,14,-0.0004505426818986933,-0.0006428442653979276,0.000553659701219044,-0.0011965039666169716,6.642175480519315e-05,6.617684294371962e-05,-0.04660538664938707,0.7347355844205632,1.3789434838172108,2021
2021-10,13,0.005466600141389032,0.0060911551785929096,0.00826526210988206,-0.002174106931289151,6.642580550525511e-05,6.618494434384355e-05,0.07016344038764677,0.7225834842346709,1.0401164379068835,2021
2021-11,14,0.005806854262859901,0.005269647943151407,0.0011373834563715912,0.004132264486779816,6.641413752755253e-05,6.616160838843839e-05,-0.008034686602523156,0.7575874173424311,1.4410691201150694,2021
2021-12,14,0.002164245744081176,0.007341031365286202,0.005024737968926992,0.0023162933963592103,6.63881102160661e-05,6.610955376546552e-05,0.046247662445926485,0.8356693518017365,0.9506001258660997,2021
2022-01,14,-0.003596324388165406,-0.005244584349657817,-0.0034283203889674653,-0.0018162639606903509,6.618898055961914e-05,6.57112944525716e-05,-0.0527412005467125,1.4330583211426065,2.573969037693246,2022
2022-02,14,-0.0004972716782984049,0.0005633240873770952,-0.0033322517216441416,0.003895575809021237,6.627370027181922e-05,6.588073387697177e-05,-0.0295168872429048,1.178899184542352,1.4684952567666358,2022
2022-03,0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00016666666666666666,0.03759029359280586,0.0,,2022
2022-04,14,-0.0019375123107359575,0.002326438874609071,0.007966744512822312,-0.005640305638213241,0.0002735433396508608,0.0002720866793017215,-0.08776918355396368,1.0593893448285525,1.5936945614231504,2022
2022-05,14,0.0026251868358807703,0.003956038400204886,-0.00652666510582699,0.010482703506031876,0.0006370924873195069,0.0006325183079723472,0.002257542349220598,1.4257182380757716,1.3202611343160915,2022
2022-06,14,-0.001459867771569142,-0.0015036979925389035,0.0015731170241486082,-0.0030768150166875117,0.0010016115275587932,0.0009948897217842533,-0.08246046431950171,1.3332507321401732,1.5745227235689627,2022
2022-07,14,0.001320380256924136,0.0008919900844263865,0.004501810507757917,-0.00360982042333153,0.0013916198708345173,0.0013832397416690349,0.09208733650896184,1.1971613093546534,1.289710039220992,2022
2022-08,14,-0.0017531723962489624,0.000177917881708895,-0.0010061240604682142,0.0011840419421771092,0.001931567399828817,0.0019214681329909667,-0.04080208252313666,1.0402678287914167,1.5084360834388988,2022
2022-09,14,-0.0013001314558874315,0.00015599781822704228,0.004734222481092855,-0.004578224662865813,0.002121637918152983,0.002109942502972632,-0.09244581059049828,1.096445173157881,1.3108804652542283,2022
2022-10,14,0.0013703883632115227,0.001782636349175216,0.0029379183494718433,-0.0011552820002966272,0.002552206339678714,0.002537746012690761,0.08127527633493692,1.1267787263339726,1.1021719994681194,2022
2022-11,14,0.0026066943747364043,0.0026228282455818914,0.0020382555499460207,0.0005845726956358705,0.0031335641744843876,0.0031171283489687756,0.05559178061196812,1.0435444771817401,1.2471517266757806,2022
2022-12,14,-0.001284261356821791,0.0012224299768426909,0.0026365395925639816,-0.0014141096157212908,0.0033993271861684576,0.0033819877056702483,-0.05762825712912778,1.0149939803829695,1.5254244268012214,2022
2023-01,14,0.0074747526586650985,0.006575070888210766,0.008373051287014757,-0.0017979803988039905,0.0035896655308355033,0.0035709977283376734,0.06288743846767098,1.0347049883323702,1.4768290680307103,2023
2023-02,13,0.0009265349865513377,0.0024118586639023474,-0.00014393280364166107,0.0025557914675440087,0.003791131979316882,0.0037739306253004304,-0.025142446523391815,0.9033533837961429,1.5510051129303997,2023
2023-03,14,0.0031114221320482447,0.0026948416643795725,0.0011930196288902465,0.001501822035489326,0.0038527503094321035,0.0038305006188642057,0.037077302035405824,1.1483711260850216,1.7158705454833876,2023
2023-04,14,0.00011771355999524102,0.000299608813076268,-0.0035098903058719527,0.0038094991189482207,0.004009125719473211,0.0039932514389464215,0.01597509214289672,0.7887841255547421,1.3046353911999637,2023
2023-05,14,0.009812653198981381,0.011966325466820228,0.0075106891818931595,0.00445563628492707,0.004200028429869893,0.004183390193073119,0.004616375527484395,0.7891653816651659,1.5467980905062377,2023
2023-06,13,-0.0009523555101064556,-0.001424727343640922,0.0016132471984814903,-0.003037974542122412,0.0042166452745933366,0.00419995721585334,0.06479969025645071,0.7884122239368362,1.4638217446691661,2023
2023-07,14,0.0034913792301646137,0.0015388169156175637,0.0017275782592997904,-0.0001887613436822268,0.004248962152282165,0.004231257637897665,0.03273305594516396,0.8298991117734827,1.888767248433663,2023
2023-08,13,7.368668745860556e-06,-0.0016618723701896645,-0.003641149744125404,0.0019792773739357394,0.004423224159411023,0.00440478165215538,-0.01625192610748194,0.8304318464079647,2.029389567980458,2023
2023-09,14,-0.0008162130338606782,-0.0003117916154488996,0.0019416179570025942,-0.002253409572451494,0.0044260734807853395,0.004410480294904013,-0.0474343552719807,0.7021321972830099,1.6003377188706016,2023
2023-10,14,-0.00011722776868141292,0.00045407317462311993,-0.0021712366870751108,0.0026253098616982307,0.0044239727916750415,0.004406278916683415,-0.02170849356696447,0.7967223260769452,1.4065186198321586,2023
2023-11,14,0.003448130511231882,0.0029263103586135457,0.009849472801567298,-0.006923162442953753,0.004426323827982839,0.00441098098929901,0.09134369583921176,0.6908595279772569,1.1779451521397672,2023
2023-12,14,0.0036036569907371896,0.0025729201090881385,0.00478741049908981,-0.0022144903900016715,0.00442676399450129,0.004411861322335913,0.045655250411731796,0.6710396472214798,1.606416910217684,2023
2024-01,14,0.0032222425711798024,0.0023995920968816827,0.0006040324026276395,0.001795559694254043,0.004425002600161477,0.004408338533656286,0.015926617018114486,0.7503519627102441,1.8640959882001868,2024
2024-02,13,0.00029339287918083573,0.0004780096780401381,0.0029540973831492547,-0.0024760877051091166,0.004424439530852627,0.004407212395038588,0.05218673395232387,0.7757059278366623,1.80053883509174,2024
2024-03,14,-0.0027117130731488764,-0.0015045577553374468,-0.0012587227008862285,-0.0002458350544512183,0.004423797246991975,0.004405927827317284,0.032701939103215505,0.8046267770968115,1.8572154305198232,2024
2024-04,14,-0.0025618264430391714,-0.0011256404245280076,0.00031275308141703233,-0.00143839350594504,0.004420946300533819,0.0044002259344009705,-0.04031954733680698,0.9329996007286281,2.218077731282887,2024
2024-05,14,-0.001238370973226937,0.0001135150312876294,0.0021347660228060385,-0.002021250991518409,0.0044242869207129255,0.004406907174759184,0.05057963393354492,0.7825776789677138,1.5466274541777798,2024
2024-06,14,0.004171289259725351,0.002132576467084731,0.002894554289289618,-0.000761977822204887,0.004422369082158107,0.004403071497649547,0.035280160641754765,0.8689343868769881,2.0801615802115414,2024
2024-07,13,0.0021922407376187324,0.001467957195989313,-0.0006926398061711162,0.002160597002160429,0.004424657607442637,0.004407648548218609,0.012108972455180167,0.7658863440463435,2.050695740649648,2024
2024-08,14,-0.0013502158433597632,-0.0020837573623408642,-0.0041020337043992305,0.0020182763420583663,0.004421804977055147,0.004401943287443627,0.02336554202963792,0.8943349918883108,1.690789430816947,2024
2024-09,14,0.00018323063407318355,-0.0004696000308390062,-0.002378701602751748,0.0019091015719127416,0.004256496318373099,0.004237992636746197,0.021004576352000814,0.8656693158784321,1.784980044827186,2024
