ym,n,disp_call,disp_strad,long_strad,short_strad,cash_c,cash_s,spy,capin_s,ratio,y
2024-10,14,0.002059437793195868,0.0006642910180034013,-0.0034955123497832775,0.004159803367786679,0.004006018017845571,0.00398703603569114,-0.008923398815693484,0.943204082207682,1.7437424134254946,2024
2024-11,14,0.0011336021368652084,0.002179698692458181,0.003040388549052667,-0.0008606898565944859,0.0038500867967343555,0.003833506926802045,0.05963351362768754,0.8575794792574492,1.1452714267227686,2024
2024-12,14,0.00366765291888053,0.005590836098982556,0.004591249377855132,0.0009995867211274236,0.003718002288348931,0.003702671243364528,-0.02406010339609721,0.8213059813073014,1.8802787461463208,2024
2025-01,13,0.0012453919932363692,0.003511876987416701,0.001794346616416781,0.0017175303709999201,0.0035955347521815393,0.0035827361710297446,0.02685633659714526,0.7093901793142257,1.3618929649330915,2025
2025-02,14,0.002188912969530608,0.003910623871143929,0.00037581518583592363,0.0035348086853080056,0.0035914377089351934,0.0035745420845370536,-0.012694826224656452,0.9364780266867353,1.7629200965060303,2025
2025-03,14,-0.0018305172062665358,0.0005633877186751025,0.0020173663980385887,-0.0014539786793634861,0.0035891673439874977,0.0035700013546416626,-0.05571910513222289,1.062318116166396,1.673812814752433,2025
2025-04,14,-0.00027370157782572986,-5.61888969873893e-05,-0.0060458413758217614,0.005989652478834372,0.003586810613096186,0.0035652878928590383,-0.008670223998505366,1.192945232543971,1.6560670631998806,2025
2025-05,14,0.0007114652190197768,0.0009670782911921563,0.0017794627240121214,-0.0008123844328199651,0.0035908030530781934,0.0035732727728230535,0.06284495254464906,0.9716552566359254,1.2167121688366103,2025
2025-06,0,0.0,0.0,0.0,-0.0,0.003608333333333333,0.003608333333333333,0.05138613709397677,0.0,,2025
2025-07,13,-0.0004382965743603553,0.0019326411788633052,-9.59813980995828e-05,0.002028622576962888,0.0035930217902346126,0.0035777102471358916,0.02303149096060908,0.8486767537397155,1.6896768319000959,2025
2025-08,14,0.00024339638682241695,-0.0008536583044722905,-0.0033867866004034064,0.002533128295931116,0.00359162396343591,0.0035749145935384872,0.020519412461037057,0.9261544515892721,1.7132460759235193,2025
2025-09,14,-0.002499901010089731,-0.0014075499267732355,-0.0013868176680439804,-2.0732258729255218e-05,0.003502132488317857,0.003487598309969048,0.035620488101362424,0.8265883421123699,1.6644496436508904,2025
2025-10,14,-0.0005521345075858294,0.001775999454162809,-0.00015035218082475808,0.001926351634987567,0.003390833636995857,0.0033733339406583815,0.023837394994002947,1.0268770466978545,1.950907355658743,2025
2025-11,14,-0.0005966893965751855,0.0013131337591747025,-0.004052504266814436,0.005365638025989139,0.0032159604525307498,0.003198587571728166,0.001949968878745878,1.0746111836649743,1.905800672191868,2025
2025-12,14,0.0044218280476413805,0.006064126738430195,0.0008895604897953986,0.005174566248634796,0.0030879506796418262,0.0030759013592836517,0.0007975201147529809,0.7773755069789849,1.470569981047637,2025
2026-01,13,-0.0012458772934107539,0.0032310617906146115,0.0006586526263205106,0.002572409164294101,0.003018959255290505,0.0030045851772476763,0.014737783295277307,0.9477414094172796,2.1115722582295664,2026
2026-02,14,-0.0006121692944793464,0.003851046994572108,-0.0005777186145277253,0.004428765609099833,0.003015150044807624,0.002996966756281915,-0.008641914713669485,1.1988981445522668,2.1262210225513827,2026
