date,ticker,side,call_prem_pct,size,return_pct,pnl_pu_pct,pnl_contribution_pct,in_recovery
2015-02-01,MDT,buy_call,2.4594,1,8.6695,6.2101,0.062101,False
2015-02-01,MET,buy_call,2.7389,1,9.3119,6.573,0.06573,False
2015-02-01,META,buy_call,4.3383,1,4.0311,-0.3072,-0.003072,False
2015-02-01,MMM,buy_call,3.0196,1,3.9125,0.8929,0.008929,False
2015-02-01,MO,buy_call,2.2339,1,6.0075,3.7736,0.037736,False
2015-02-01,MRK,buy_call,2.7192,1,-2.8865,-2.7192,-0.027192,False
2015-02-01,MS,buy_call,2.7389,1,6.1625,3.4237,0.034237,False
2015-02-01,MSFT,buy_call,2.8745,1,8.5395,5.6651,0.056651,False
2015-02-01,NEE,buy_call,1.9747,1,-5.2911,-1.9747,-0.019747,False
2015-02-01,NFLX,buy_call,4.4729,1,7.4943,3.0214,0.030214,False
2015-02-01,NKE,buy_call,3.5085,1,5.2792,1.7706,0.017706,False
2015-02-01,ORCL,buy_call,3.5955,1,4.8912,1.2958,0.012958,False
2015-02-01,PEP,buy_call,2.2339,1,5.5449,3.3109,0.033109,False
2015-02-01,PFE,buy_call,2.8264,1,9.824,6.9976,0.069976,False
2015-02-01,PG,buy_call,2.0993,1,1.7149,-0.3844,-0.003844,False
2015-02-01,PM,buy_call,2.2339,1,3.3898,1.1559,0.011559,False
2015-02-01,PPL,buy_call,1.9747,1,-3.9437,-1.9747,-0.019747,False
2015-02-01,PRU,buy_call,2.7389,1,6.5499,3.811,0.03811,False
2015-02-01,QCOM,buy_call,4.254,1,16.0903,11.8363,0.118363,False
2015-02-01,SBUX,buy_call,1.9747,1,6.8091,4.8343,0.048343,False
2015-02-01,SLB,buy_call,3.2317,1,2.1483,-1.0834,-0.010834,False
2015-02-01,SO,buy_call,1.9747,1,-9.72,-1.9747,-0.019747,False
2015-02-01,SPG,buy_call,3.0196,1,-4.178,-3.0196,-0.030196,False
2015-02-01,T,buy_call,3.1005,1,6.9628,3.8623,0.038623,False
2015-02-01,TGT,buy_call,2.4474,1,4.3744,1.927,0.01927,False
2015-02-01,TMO,buy_call,2.8279,1,3.8255,0.9976,0.009976,False
2015-02-01,TXN,buy_call,4.1737,1,10.6957,6.5221,0.065221,False
2015-02-01,UNH,buy_call,2.9729,1,6.9459,3.973,0.03973,False
