,0
2006-03-20,0.0
2006-03-27,0.0
2006-04-03,0.0
2006-04-10,0.0005443888014217606
2006-04-17,0.0006570790202179155
2006-04-24,0.0009653898344914998
2006-05-01,0.0009168169223527133
2006-05-08,0.0007451742202477049
2006-05-15,0.0007870325214000828
2006-05-22,0.0005787346771406914
2006-05-29,0.0005768470738366377
2006-06-05,0.0004971924467684182
2006-06-12,0.0005448492875528759
2006-06-19,0.0005239111718667696
2006-06-26,0.00030077852056423855
2006-07-03,0.00031996404273752885
2006-07-10,-0.00014733621356791663
2006-07-17,5.022621585427955e-05
2006-07-24,-0.00038831102898613604
2006-07-31,-0.0002506188827275113
2006-08-07,-0.00028316877156247427
2006-08-14,-0.00017245257099160726
2006-08-21,0.0002491385987637406
2006-08-28,0.00011393511214876121
2006-09-04,0.00047879379395184007
2006-09-11,0.0007822031413450025
2006-09-18,0.0005964103774812226
2006-09-25,0.000455104572178398
2006-10-02,0.00024995480460530484
2006-10-09,0.0006565696394318873
2006-10-16,0.0009378013050304039
2006-10-23,0.0008449435802762727
2006-10-30,0.000786346892637235
2006-11-06,0.0008521399858627805
2006-11-13,0.0008377209811101008
2006-11-20,0.0005037645754715253
2006-11-27,0.0005356666685086205
2006-12-04,0.0005123150047411197
2006-12-11,0.0004235037391329214
2006-12-18,0.0003738767833345913
2006-12-25,0.00043193266265577324
2007-01-01,0.0004987266415590593
2007-01-08,0.00026463556451692793
2007-01-15,-9.962757386417246e-05
2007-01-22,8.037519978261953e-05
2007-01-29,8.208585434964786e-05
2007-02-05,4.95720532615331e-07
2007-02-12,-3.224598746067494e-05
2007-02-19,8.663796665430335e-05
2007-02-26,-0.00016635170489216885
2007-03-05,-0.0003584777777176501
2007-03-12,-0.0004141775286135972
2007-03-19,-0.0005404053736450642
2007-03-26,-0.0004736299611039709
2007-04-02,-0.0006073995908424914
2007-04-09,-0.0005290996617976633
2007-04-16,-0.0007739682495436855
2007-04-23,-0.0005317462770947907
2007-04-30,-0.0004696456856912309
2007-05-07,-0.0005693773273656409
2007-05-14,-0.0005146002412928761
2007-05-21,-0.0006740698597511508
2007-05-28,2.850367240862697e-05
2007-06-04,0.00048068327760851385
2007-06-11,4.984764957329641e-05
2007-06-18,0.00027049417239170153
2007-06-25,5.6332492577393996e-05
2007-07-02,0.00027473924747733114
2007-07-09,9.32031622028741e-05
2007-07-16,9.870277929401191e-05
2007-07-23,-0.00037494207583173896
2007-07-30,-0.00023822879377242973
2007-08-06,-0.0002472553208446941
2007-08-13,-9.530932010910997e-05
2007-08-20,-0.0001709804555707347
2007-08-27,-0.0001687401639274356
2007-09-03,-0.0004236129753440021
2007-09-10,-0.00019555206057052997
2007-09-17,-0.00035149576886999746
2007-09-24,2.905685403200637e-05
2007-10-01,-0.0004603330030285934
2007-10-08,4.3551083156057036e-05
2007-10-15,-0.0006440475090866193
2007-10-22,0.0006029880308629548
2007-10-29,0.0008588612462904172
2007-11-05,0.0007995464385884501
2007-11-12,0.0010254618221332927
2007-11-19,0.0011131648216266628
2007-11-26,0.0008193631873108831
2007-12-03,0.000820474277428558
2007-12-10,0.0011153386727489403
2007-12-17,0.0010455256988387235
2007-12-24,0.0002842523087751613
2007-12-31,-0.0006268661236370017
2008-01-07,9.193487958967122e-05
2008-01-14,0.0002381097727147987
2008-01-21,0.0007362853876811067
2008-01-28,-2.3999304610372054e-05
2008-02-04,0.0001831148222628367
2008-02-11,0.0006122442033176824
2008-02-18,0.0006867384346793501
2008-02-25,0.0012048329960855574
2008-03-03,0.0006918790304369038
2008-03-10,0.0001361508369605263
2008-03-17,0.0007444690465266835
2008-03-24,0.0003427178923538691
2008-03-31,0.000714363958081488
2008-04-07,0.0007517561888981265
2008-04-14,0.0008688875127071248
2008-04-21,0.0011246385039946918
2008-04-28,0.0012388931730419543
2008-05-05,0.0012185621593988382
2008-05-12,0.0011147301207217557
2008-05-19,0.0008589169216762524
2008-05-26,0.00036470482468397994
2008-06-02,0.0010849210419444709
2008-06-09,0.001517429124115555
2008-06-16,0.0013890504612144832
2008-06-23,0.0009695361032150768
2008-06-30,0.0012943127513352685
2008-07-07,0.0012282483426017945
2008-07-14,0.003001067134880668
2008-07-21,0.0003979480855412084
2008-07-28,0.0003960246633379727
2008-08-04,0.00026237110943578147
2008-08-11,0.00010866873503104712
2008-08-18,0.0005042776711603286
2008-08-25,0.0011767268038827311
2008-09-01,0.0008201377607813271
2008-09-08,0.0008281077367446232
2008-09-15,0.0006156873574385064
2008-09-22,0.0011251562486586794
2008-09-29,0.0002647243256562487
2008-10-06,-0.002603092222911793
2008-10-13,-0.002243889136679983
2008-10-20,-0.002254286707042143
2008-10-27,-0.0025117103059173252
2008-11-03,-0.0024806855135104527
2008-11-10,-0.0028110098502936304
2008-11-17,-0.0022504594790321276
2008-11-24,-0.0033504493123739354
2008-12-01,-0.00327563642233597
2008-12-08,-0.0028760616763480657
2008-12-15,-0.002636410392780552
2008-12-22,-0.0022758035225225663
2008-12-29,-0.0014209718622731132
2009-01-05,0.0010309324749214796
2009-01-12,0.0016849749723865557
2009-01-19,0.0023943794110293554
2009-01-26,0.005507558074984851
2009-02-02,0.0035053732098157377
2009-02-09,0.004384988667551689
2009-02-16,0.005889707303822823
2009-02-23,0.006807025681820546
2009-03-02,0.007298068482897595
2009-03-09,0.0055950307232326335
2009-03-16,0.0053687285848644595
2009-03-23,0.003609557127577224
2009-03-30,0.0034341661706954645
2009-04-06,0.0013759842370145146
2009-04-13,0.0018073074711665675
2009-04-20,0.0019708093829196843
2009-04-27,0.0006236664840060336
2009-05-04,0.0009556783809965979
2009-05-11,0.00019889722896338402
