ym,n,long,short,disp,cash,spy,capin,ratio,vix
2014-04,90,-0.0039032576677635834,0.008167956377992348,0.004264698710228765,7.337567544533762e-05,0.006951736386045848,2.1657660728831654,1.5014476767301321,13.88
2014-05,90,0.008348611500579351,-0.00694962374982187,0.0013989877507574813,7.34409870732546e-05,0.023206338386134506,2.078683902327199,1.4915842786089364,13.41
2014-06,90,0.0072991254703980045,-0.006733214197283831,0.0005659112731141733,8.192983006025116e-05,0.020644935245616614,1.6842039276986052,1.4216017412675654,11.4
2014-07,90,-0.006187764273800519,0.012023896706143147,0.005836132432342628,7.367263772824781e-05,-0.013437495693311208,1.7698163623362482,1.4719158069879532,11.57
2014-08,90,0.011516950572661208,-0.01790208782881544,-0.006385137256154232,7.30589436847265e-05,0.039463382824212134,2.588075087031324,1.469248621613077,16.95
2014-09,90,-0.009959110212821178,0.01244998120480509,0.0024908709919839126,7.352500097461837e-05,-0.013795513159614692,1.966665367175486,1.5796532820599347,11.98
2014-10,90,0.009881993133630721,-0.004245279848770105,0.005636713284860617,7.308181062786179e-05,0.023550143390710154,2.5575858295176017,1.5089136185852847,16.31
2014-11,90,0.014598983769367494,-0.010144814169940296,0.004454169599427198,7.322199148582811e-05,0.027472464297839005,2.3706780188958434,1.625934417167313,14.029999999999998
2014-12,90,-0.010586746728087295,0.013852942358935881,0.0032661956308485864,9.768125590687439e-05,-0.002536679370677364,2.3187440931256025,1.673827864901127,13.33
2015-01,90,-0.01822257313439933,0.01995322530319347,0.0017306521687941376,8.860348559387652e-05,-0.02962950716292445,3.341652079407439,1.6747428190832967,19.2
2015-02,90,0.018700603016478818,-0.028791612528050167,-0.01009100951157135,8.815740208897071e-05,0.056204750876535314,3.8282886302137755,1.7566869108166483,20.97
2015-03,90,-0.016681048339944993,0.013863334663781292,-0.002817713676163701,8.949961087558379e-05,-0.015705430849381474,2.3640608629994997,1.7052613388723392,13.34
2015-04,90,0.0019614550879519534,0.007039480466745681,0.009000935554697635,9.744226094794658e-05,0.009833726268767995,2.557739052053406,1.6096700787223157,15.289999999999997
2015-05,90,-0.003243687606336663,0.003550702194319254,0.000307014587982591,9.749942020046056e-05,0.012855668173063384,2.5005797995394246,1.653734731264865,14.550000000000002
2015-06,90,-0.01483018691166174,0.014382949906051956,-0.0004472370056097831,0.00010574376308707548,-0.02031200196396088,2.390372535007242,1.6619487313944115,13.84
2015-07,90,0.006274580689035028,-0.0013853317615667993,0.004889248927468229,0.00010505652486047455,0.022589448327505757,3.0247462826388745,1.5965789728578113,18.23
2015-08,90,-0.020582117948829807,0.012595473472640874,-0.007986644476188933,0.00011423101964563214,-0.060949912233451586,2.0876974466010374,1.6574981886435691,12.12
2015-09,90,-0.035175932428180845,0.02954532267550991,-0.005630609752670934,0.00011157367891071948,-0.025516373837869866,4.365418076526178,1.4775327128664832,28.43
2015-10,90,0.04365535203742416,-0.05109258292918889,-0.007437230891764728,9.629697748815926e-05,0.08505969977827932,3.703022511840724,1.454381662603052,24.5
2015-11,90,-0.004945444848618301,0.012371405365699811,0.00742596051708151,9.804859490536398e-05,0.0036553311514866405,1.9514050946360182,1.2460122281421282,15.07
2015-12,90,-0.010324100544638828,0.016762787715651598,0.00643868717101277,0.00019591302564001,-0.017282678287804276,2.043487179994982,1.219061658871308,16.13
2016-01,91,-0.0137498090782067,0.019134658091536413,0.005384849013329713,0.00027682899304659245,-0.04978637900010785,2.2956495129673673,1.1997337511783253,18.21
2016-02,91,-0.012129810981946498,0.0212257052964874,0.009095894314540904,0.0003087344453502061,-0.0008255955490271694,2.5049119946717417,1.180131335888412,20.2
2016-03,91,0.03654458768426003,-0.039618367902849554,-0.0030737802185895266,0.00029187089482667864,0.06726576408880303,2.709701724440435,1.2548704740749805,20.55
2016-04,91,0.00864674336839468,0.011072352739858519,0.019719096108253197,0.0003030571545520115,0.003940651917139437,1.7111931182665525,1.1673848605301067,13.95
2016-05,91,0.002171343441786267,0.0010162883991750955,0.0031876318409613624,0.00030242336165254343,0.017011998013900298,1.9167475721480907,1.1618618955150783,15.7
2016-06,91,0.006695518757693066,0.011747220966758768,0.018442739724451835,0.00031119471254125857,0.0034761666101963407,1.7279855132867665,1.158902610473118,14.19
2016-07,91,0.02552843428736983,-0.016765016784957346,0.008763417502412482,0.00031867304354694405,0.0364710647829527,1.9467558317095373,1.1853367398746861,15.629999999999999
2016-08,91,0.002847418150388075,0.01138312169902561,0.014230539849413684,0.00032839324418706484,0.0011973704465775281,1.4820267438805508,1.188213715700761,11.87
2016-09,92,-0.005879452205339716,0.014202601858823312,0.008323149653483596,0.00032711729352067373,5.847050893725836e-05,1.864811943797877,1.3080529681604358,13.419999999999998
2016-10,92,-0.0048803402276246174,0.014118292542655432,0.009237952315030815,0.00032699027892714287,-0.017337657732570566,1.9029163218571317,1.3478374358003087,13.29
2016-11,92,0.023360489651228913,-0.01576814914328586,0.007592340507943052,0.000331895137579878,0.036838483731799876,2.859959732718617,1.578060669717414,17.06
2016-12,92,0.001737657466059602,-0.004489154568975795,-0.002751497102916193,0.0004395923440212522,0.02027167401243868,2.31281243972175,1.6332515142272261,13.33
2017-01,93,0.007802269066354739,-0.0015648326449348756,0.006237436421419863,0.0005281139403381257,0.017894611306086494,2.5020417837306543,1.6594918865000743,14.04
2017-02,93,0.016548339907373713,-0.023665793117748118,-0.007117453210374405,0.0005357065189518257,0.03929194882908993,2.598814736031701,2.018384120398543,11.99
2017-03,93,-0.013274082667866626,0.012712003341924119,-0.0005620793259425074,0.0006401251400589365,0.0012499101580920602,2.7658015100349673,1.9934538179663461,12.920000000000002
2017-04,93,-0.01104432187142386,0.004052767077290823,-0.006991554794133037,0.000725215673656738,0.009925831598148305,3.3045768457682754,2.487676130417136,12.37
